計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビング台所AC,洋室AC 玄関,台所浴室 電灯コンセント,座敷リビング 電灯,洋室 玄関 WC 電灯,寝室 AC,未使用,座敷 AC,温風ヒーター,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,38773,0,10100,0,11618,5089,277,11314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38773,-,-,-,-,-,-,-,-
20180202,-,-,-,39707,0,10465,0,11637,4187,392,12684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39707,-,-,-,-,-,-,-,-
20180203,-,-,-,41537,0,10068,0,11599,5825,111,13584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41537,-,-,-,-,-,-,-,-
20180204,-,-,-,52436,0,14121,0,12381,6283,427,18801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52436,-,-,-,-,-,-,-,-
20180205,-,-,-,47288,0,12446,0,11915,5993,258,16278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47288,-,-,-,-,-,-,-,-
20180206,-,-,-,48992,0,12399,0,11503,6919,574,17114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48992,-,-,-,-,-,-,-,-
20180207,-,-,-,48236,0,13540,0,12493,5289,1125,15318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48236,-,-,-,-,-,-,-,-
20180208,-,-,-,43261,0,9660,0,10982,5863,329,16055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43261,-,-,-,-,-,-,-,-
20180209,-,-,-,38701,0,7603,0,11619,9380,222,9554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38701,-,-,-,-,-,-,-,-
20180210,-,-,-,34965,0,8080,0,10950,7042,336,8247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34965,-,-,-,-,-,-,-,-
20180211,-,-,-,39635,0,6658,0,10322,7706,272,14273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39635,-,-,-,-,-,-,-,-
20180212,-,-,-,22098,0,1866,0,10120,5723,78,4061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22098,-,-,-,-,-,-,-,-
20180213,-,-,-,25593,0,0,0,9408,3331,1081,11507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25593,-,-,-,-,-,-,-,-
20180214,-,-,-,33791,0,3888,0,12300,7190,517,9599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33791,-,-,-,-,-,-,-,-
20180215,-,-,-,36567,0,9617,0,10911,7677,215,7803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36567,-,-,-,-,-,-,-,-
20180216,-,-,-,41361,0,11240,0,11040,6387,760,11559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41361,-,-,-,-,-,-,-,-
20180217,-,-,-,39563,0,3810,0,10988,8771,323,15308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39563,-,-,-,-,-,-,-,-
20180218,-,-,-,36987,0,5241,0,10798,10386,217,10021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36987,-,-,-,-,-,-,-,-
20180219,-,-,-,38645,0,9463,0,11386,9650,194,7614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38645,-,-,-,-,-,-,-,-
20180220,-,-,-,32176,0,5012,0,10903,7143,458,8296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32176,-,-,-,-,-,-,-,-
20180221,-,-,-,37568,0,4696,0,13378,9294,611,6236,0,2984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37568,-,-,-,-,-,-,-,-
20180222,-,-,-,45460,0,7981,0,14655,4024,573,13246,0,4582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45460,-,-,-,-,-,-,-,-
20180223,-,-,-,51962,0,10334,0,17930,4891,474,16665,0,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51962,-,-,-,-,-,-,-,-
