計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,寝室エアコン,冷蔵庫,LDK,洗濯機,洋室・浴室,未使用,洋室・玄関・洗面所,電子レンジ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,8454,0,3976,0,1507,1715,100,751,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8454,-,-,-,-,-,-,-,-
20180202,-,-,-,11240,0,6032,0,1489,2105,45,865,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11240,-,-,-,-,-,-,-,-
20180203,-,-,-,10585,0,5316,0,1315,2215,121,966,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10585,-,-,-,-,-,-,-,-
20180204,-,-,-,11464,0,5915,0,1925,1729,79,1258,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11464,-,-,-,-,-,-,-,-
20180205,-,-,-,14315,0,8876,0,1562,1686,99,1357,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14315,-,-,-,-,-,-,-,-
20180206,-,-,-,15058,0,9434,0,1343,2041,101,1374,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15058,-,-,-,-,-,-,-,-
20180207,-,-,-,12145,0,7372,0,1417,1650,104,1159,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12145,-,-,-,-,-,-,-,-
20180208,-,-,-,12521,0,7027,0,1409,1884,106,1134,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12521,-,-,-,-,-,-,-,-
20180209,-,-,-,10993,0,5606,0,1573,2109,87,974,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10993,-,-,-,-,-,-,-,-
20180210,-,-,-,2687,0,1196,0,971,483,15,533,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2687,-,-,-,-,-,-,-,-
