計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,主寝室エアコン,LTV・照明・K冷蔵庫,洗濯機・冷蔵庫2・納戸,電子レンジ・炊飯器,2F電灯,未使用,2F東エアコン,2F西エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,8330,0,0,0,3842,3422,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8330,-,-,-,-,-,-,-,-
20171202,-,-,-,10247,0,0,0,3840,5559,422,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10247,-,-,-,-,-,-,-,-
20171203,-,-,-,9247,0,0,0,2935,5590,225,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9247,-,-,-,-,-,-,-,-
20171204,-,-,-,9979,0,0,0,4378,4557,578,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9979,-,-,-,-,-,-,-,-
20171205,-,-,-,9540,0,0,0,3900,4763,453,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9540,-,-,-,-,-,-,-,-
20171206,-,-,-,11148,0,0,0,4734,5387,547,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11148,-,-,-,-,-,-,-,-
20171207,-,-,-,8601,0,0,0,3873,3962,286,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8601,-,-,-,-,-,-,-,-
20171208,-,-,-,8183,0,0,0,4490,2714,419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8183,-,-,-,-,-,-,-,-
20171209,-,-,-,10292,0,0,0,4729,4514,430,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10292,-,-,-,-,-,-,-,-
20171210,-,-,-,12043,0,0,0,4072,6765,268,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12043,-,-,-,-,-,-,-,-
20171211,-,-,-,4456,0,0,0,2699,1067,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4456,-,-,-,-,-,-,-,-
20171212,-,-,-,7257,0,0,0,4194,2204,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7257,-,-,-,-,-,-,-,-
20171213,-,-,-,7932,0,0,0,4570,2082,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7932,-,-,-,-,-,-,-,-
20171214,-,-,-,8644,0,0,0,4558,2858,687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8644,-,-,-,-,-,-,-,-
20171215,-,-,-,12805,0,0,0,4628,7183,592,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12805,-,-,-,-,-,-,-,-
20171216,-,-,-,11204,0,0,0,4205,5848,381,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11204,-,-,-,-,-,-,-,-
20171217,-,-,-,8469,0,0,0,3881,3060,1018,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8469,-,-,-,-,-,-,-,-
20171218,-,-,-,11448,0,0,0,4041,6708,242,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11448,-,-,-,-,-,-,-,-
20171219,-,-,-,7921,0,0,0,3832,3136,396,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7921,-,-,-,-,-,-,-,-
20171220,-,-,-,10233,0,0,0,4744,4644,316,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10233,-,-,-,-,-,-,-,-
20171221,-,-,-,13827,0,0,0,5059,7598,715,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13827,-,-,-,-,-,-,-,-
20171222,-,-,-,11139,0,0,0,3705,6487,502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11139,-,-,-,-,-,-,-,-
20171223,-,-,-,9515,0,0,0,4320,3972,775,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9515,-,-,-,-,-,-,-,-
20171224,-,-,-,9749,0,0,0,4263,4553,353,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9749,-,-,-,-,-,-,-,-
20171225,-,-,-,10418,0,0,0,4264,4956,614,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10418,-,-,-,-,-,-,-,-
20171226,-,-,-,12963,0,0,0,4638,7156,727,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12963,-,-,-,-,-,-,-,-
20171227,-,-,-,10121,0,0,0,3530,5992,221,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10121,-,-,-,-,-,-,-,-
20171228,-,-,-,12553,0,0,1198,4015,6487,457,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12553,-,-,-,-,-,-,-,-
