計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,2F寝室AC・客間照明,客間AC,離れAC,居間・離れ・照明・TV,KC電源・冷蔵庫・洗濯機,未使用,外冷蔵庫,和寝室AC,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,40675,0,5674,756,0,9156,4243,8957,0,318,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40675,-,-,-,-,-,-,-,-
20180102,-,-,-,31017,0,7035,859,0,0,4769,8561,0,309,3278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31017,-,-,-,-,-,-,-,-
20180103,-,-,-,31340,0,7363,1759,0,0,3761,8395,0,309,2731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31340,-,-,-,-,-,-,-,-
20180104,-,-,-,26075,0,3113,1801,0,0,2306,8681,0,318,3041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26075,-,-,-,-,-,-,-,-
20180105,-,-,-,21053,0,0,1914,0,0,1466,8543,0,317,2733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21053,-,-,-,-,-,-,-,-
20180106,-,-,-,20917,0,0,1138,0,0,1526,8357,0,280,2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20917,-,-,-,-,-,-,-,-
20180107,-,-,-,26893,0,0,611,0,0,3573,8494,0,306,2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26893,-,-,-,-,-,-,-,-
20180108,-,-,-,20879,0,0,366,0,0,3716,9243,0,344,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20879,-,-,-,-,-,-,-,-
20180109,-,-,-,48794,0,11293,3745,4121,2868,5774,9272,0,334,2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48794,-,-,-,-,-,-,-,-
20180110,-,-,-,32400,0,6475,726,0,0,4247,8369,0,306,3202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32400,-,-,-,-,-,-,-,-
20180111,-,-,-,27121,0,0,1744,0,0,3007,8353,0,361,4130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27121,-,-,-,-,-,-,-,-
20180112,-,-,-,32038,0,0,847,0,0,4573,9041,0,286,4653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32038,-,-,-,-,-,-,-,-
20180113,-,-,-,27961,0,77,723,0,0,5052,7958,0,281,4158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27961,-,-,-,-,-,-,-,-
20180114,-,-,-,24952,0,0,904,0,0,3729,8342,0,387,3483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24952,-,-,-,-,-,-,-,-
20180115,-,-,-,24665,0,0,263,0,0,1604,9046,0,294,3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24665,-,-,-,-,-,-,-,-
20180116,-,-,-,22165,0,0,381,0,0,2473,8375,0,325,3371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22165,-,-,-,-,-,-,-,-
20180117,-,-,-,17949,0,0,232,0,0,1598,8123,0,373,2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17949,-,-,-,-,-,-,-,-
20180118,-,-,-,21421,0,0,371,0,0,3562,8341,0,353,2544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21421,-,-,-,-,-,-,-,-
20180119,-,-,-,20280,0,0,187,0,0,3222,8462,0,359,2731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20280,-,-,-,-,-,-,-,-
20180120,-,-,-,25200,0,2902,100,0,0,3902,5988,0,337,4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200,-,-,-,-,-,-,-,-
20180121,-,-,-,22170,0,0,324,0,0,1700,9419,0,414,2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22170,-,-,-,-,-,-,-,-
20180122,-,-,-,21733,0,0,448,0,0,2742,9358,0,326,2780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21733,-,-,-,-,-,-,-,-
20180123,-,-,-,22420,0,0,675,0,0,2472,8834,0,763,2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22420,-,-,-,-,-,-,-,-
20180124,-,-,-,26400,0,0,658,0,0,2268,8720,0,1240,3948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26400,-,-,-,-,-,-,-,-
20180125,-,-,-,27906,0,0,713,0,0,2912,8652,0,1290,3759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27906,-,-,-,-,-,-,-,-
20180126,-,-,-,32311,0,1917,2333,0,0,2887,8152,0,1086,5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32311,-,-,-,-,-,-,-,-
