計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチン・冷蔵庫レンジ,照明・リビング,未使用,未使用,エアコン・洋室,エアコン・和室１,未使用,エアコン・和室２,エアコン・ダイニング,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,15343,0,617,8998,0,0,85,4387,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15343,-,-,-,-,-,-,-,-
20171202,-,-,-,10256,0,135,3822,0,0,732,4211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10256,-,-,-,-,-,-,-,-
20171203,-,-,-,15277,0,131,10076,0,0,526,3328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15277,-,-,-,-,-,-,-,-
20171204,-,-,-,14430,0,838,8765,0,0,347,3250,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14430,-,-,-,-,-,-,-,-
20171205,-,-,-,16094,0,1130,9708,0,0,830,3280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16094,-,-,-,-,-,-,-,-
20171206,-,-,-,15732,0,764,10383,0,0,401,3027,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15732,-,-,-,-,-,-,-,-
20171207,-,-,-,14647,0,916,7931,0,0,1053,3701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14647,-,-,-,-,-,-,-,-
20171208,-,-,-,12646,0,364,7484,0,0,519,3036,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12646,-,-,-,-,-,-,-,-
20171209,-,-,-,7058,0,380,1977,0,0,255,3178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7058,-,-,-,-,-,-,-,-
20171210,-,-,-,9998,0,67,4214,0,0,1208,3324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9998,-,-,-,-,-,-,-,-
20171211,-,-,-,15281,0,628,9535,0,0,621,3332,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15281,-,-,-,-,-,-,-,-
20171212,-,-,-,13340,0,680,7182,0,0,799,3526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13340,-,-,-,-,-,-,-,-
20171213,-,-,-,14853,0,561,8634,0,0,1026,3511,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14853,-,-,-,-,-,-,-,-
