計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,スポットライト,未使用,エコキュート,未使用,シャンデリア,ワインセラー,未使用,厨房換気扇,ペンダント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,25840,0,2922,0,13705,0,2735,409,0,5359,3114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25840,-,-,973,-,-,-,-,-
20180202,-,-,-,24090,0,3481,0,14315,0,2682,360,0,6152,2354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24090,-,-,962,-,-,-,-,-
20180203,-,-,-,23821,0,2815,0,16264,0,2957,393,0,5892,2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23821,-,-,825,-,-,-,-,-
20180204,-,-,-,12557,0,0,0,5763,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12557,-,-,0,-,-,-,-,-
20180205,-,-,-,20546,0,1411,0,11411,0,2279,330,0,3903,2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20546,-,-,879,-,-,-,-,-
20180206,-,-,-,23349,0,3040,0,18915,0,7930,344,0,4361,2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23349,-,-,902,-,-,-,-,-
20180207,-,-,-,23050,0,2656,0,15805,0,2418,367,0,5785,2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23050,-,-,869,-,-,-,-,-
20180208,-,-,-,23528,0,1556,0,16312,0,2507,437,0,6382,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23528,-,-,1016,-,-,-,-,-
20180209,-,-,-,23075,0,2609,0,13194,0,2636,372,0,5990,2494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23075,-,-,1194,-,-,-,-,-
20180210,-,-,-,22654,0,3080,0,14078,0,6672,355,0,5981,2531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22654,-,-,771,-,-,-,-,-
20180211,-,-,-,12505,0,0,0,4008,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12505,-,-,0,-,-,-,-,-
20180212,-,-,-,18578,0,683,0,10394,0,982,257,0,2314,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18578,-,-,376,-,-,-,-,-
20180213,-,-,-,24342,0,3227,0,16100,0,0,379,0,6201,2931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24342,-,-,978,-,-,-,-,-
20180214,-,-,-,22352,0,756,0,11652,0,0,420,0,6230,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22352,-,-,1006,-,-,-,-,-
20180215,-,-,-,24668,0,3246,0,10734,0,6922,360,0,7523,3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24668,-,-,694,-,-,-,-,-
20180216,-,-,-,23480,0,2574,0,15207,0,6785,373,0,5623,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23480,-,-,998,-,-,-,-,-
20180217,-,-,-,22804,0,2275,0,8136,0,1761,461,0,6439,2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22804,-,-,892,-,-,-,-,-
20180218,-,-,-,13946,0,0,0,10170,0,22,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13946,-,-,0,-,-,-,-,-
20180219,-,-,-,20051,0,1638,0,6222,0,2539,345,0,4166,3968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20051,-,-,742,-,-,-,-,-
20180220,-,-,-,25449,0,1636,0,11212,0,3032,475,0,7305,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25449,-,-,1038,-,-,-,-,-
20180221,-,-,-,25985,0,3789,0,14840,0,6005,476,0,6681,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25985,-,-,1253,-,-,-,-,-
20180222,-,-,-,27987,0,3306,0,18833,0,3654,465,0,7743,2932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27987,-,-,1406,-,-,-,-,-
