計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,スポットライト,未使用,エコキュート,未使用,シャンデリア,ワインセラー,未使用,厨房換気扇,ペンダント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,26493,0,2130,0,8653,0,2171,722,0,7064,2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26493,-,-,942,-,-,-,-,-
20180502,-,-,-,29232,0,3450,0,9187,0,3100,696,0,8657,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29232,-,-,1399,-,-,-,-,-
20180503,-,-,-,28591,0,1781,0,9556,0,0,657,0,6800,3394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28591,-,-,1033,-,-,-,-,-
20180504,-,-,-,25797,0,2796,0,8244,0,2722,620,0,7232,2111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25797,-,-,994,-,-,-,-,-
20180505,-,-,-,23068,0,2092,0,9457,0,565,746,0,6094,3754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23068,-,-,802,-,-,-,-,-
20180506,-,-,-,12237,0,0,0,5285,0,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12237,-,-,0,-,-,-,-,-
20180507,-,-,-,21007,0,1207,0,2996,0,626,855,0,3968,3388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21007,-,-,600,-,-,-,-,-
20180508,-,-,-,21952,0,1785,0,5821,0,0,805,0,5592,3631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21952,-,-,591,-,-,-,-,-
20180509,-,-,-,22570,0,2073,0,6548,0,314,830,0,6169,3464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22570,-,-,746,-,-,-,-,-
20180510,-,-,-,23338,0,2571,0,8356,0,2420,834,0,6869,2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23338,-,-,822,-,-,-,-,-
