計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,スポットライト,未使用,エコキュート,未使用,シャンデリア,ワインセラー,未使用,厨房換気扇,ペンダント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,11206,0,0,0,5450,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11206,-,-,0,-,-,-,-,-
20180102,-,-,-,11192,0,0,0,6695,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11192,-,-,0,-,-,-,-,-
20180103,-,-,-,11031,0,0,0,5019,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11031,-,-,0,-,-,-,-,-
20180104,-,-,-,20244,0,1093,0,7714,0,0,331,0,5441,2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20244,-,-,312,-,-,-,-,-
20180105,-,-,-,22311,0,3275,0,5925,0,4127,361,0,5419,3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22311,-,-,608,-,-,-,-,-
20180106,-,-,-,25947,0,3087,0,11884,0,3749,472,0,4401,3298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25947,-,-,876,-,-,-,-,-
20180107,-,-,-,17223,0,1324,0,9583,0,0,280,0,1945,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17223,-,-,168,-,-,-,-,-
20180108,-,-,-,12324,0,0,0,3629,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12324,-,-,0,-,-,-,-,-
20180109,-,-,-,19958,0,1153,0,8332,0,2620,305,0,3425,3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19958,-,-,605,-,-,-,-,-
20180110,-,-,-,23396,0,3016,0,10864,0,7105,359,0,5397,2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23396,-,-,808,-,-,-,-,-
20180111,-,-,-,24941,0,2810,0,15848,0,6313,415,0,6384,3370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24941,-,-,1023,-,-,-,-,-
20180112,-,-,-,26545,0,3051,0,17530,0,4560,404,0,6150,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26545,-,-,1073,-,-,-,-,-
20180113,-,-,-,27451,0,3218,0,17120,0,4927,423,0,6667,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27451,-,-,1204,-,-,-,-,-
20180114,-,-,-,19295,0,1769,0,12115,0,0,336,0,2535,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19295,-,-,401,-,-,-,-,-
20180115,-,-,-,14412,0,567,0,8815,0,0,335,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14412,-,-,674,-,-,-,-,-
20180116,-,-,-,22805,0,1172,0,18884,0,0,401,0,5399,2891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22805,-,-,921,-,-,-,-,-
20180117,-,-,-,21207,0,2677,0,8871,0,5118,427,0,5813,2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21207,-,-,661,-,-,-,-,-
20180118,-,-,-,9121,0,347,0,449,0,0,157,0,1023,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9121,-,-,159,-,-,-,-,-
20180119,-,-,-,14158,0,2491,0,6158,0,2985,278,0,5787,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14158,-,-,644,-,-,-,-,-
20180120,-,-,-,21381,0,1076,0,7308,0,0,450,0,4905,1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21381,-,-,382,-,-,-,-,-
