計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IH,エアコン・200V,エコキュート,エアコン・200V,LDK,キッチン電灯,未使用,浴室・玄関廊下WC・電灯,電子レンジ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,28700,0,2544,0,16166,0,0,5195,0,2995,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28700,-,-,745,-,-,-,-,-
20180202,-,-,-,15232,0,3065,0,2764,0,0,5045,0,2800,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15232,-,-,139,-,-,-,-,-
20180203,-,-,-,12657,0,976,0,3754,0,0,3502,0,2582,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12657,-,-,144,-,-,-,-,-
20180204,-,-,-,33976,0,4670,0,19061,0,0,4892,0,3305,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33976,-,-,647,-,-,-,-,-
20180205,-,-,-,13398,0,1180,0,726,0,0,5269,0,2819,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13398,-,-,148,-,-,-,-,-
20180206,-,-,-,15908,0,2587,0,3579,0,0,5020,0,3032,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15908,-,-,238,-,-,-,-,-
20180207,-,-,-,24594,0,5240,0,8372,0,0,5532,0,3293,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24594,-,-,702,-,-,-,-,-
20180208,-,-,-,34186,0,3292,0,21087,0,0,5052,0,3045,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34186,-,-,223,-,-,-,-,-
20180209,-,-,-,26446,0,3318,0,12188,0,0,4949,0,2919,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26446,-,-,748,-,-,-,-,-
20180210,-,-,-,12356,0,1045,0,2011,0,0,5158,0,2586,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12356,-,-,195,-,-,-,-,-
20180211,-,-,-,22784,0,1170,0,12702,0,0,4392,0,2931,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22784,-,-,509,-,-,-,-,-
20180212,-,-,-,17950,0,2851,0,5014,0,0,5545,0,2707,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17950,-,-,188,-,-,-,-,-
20180213,-,-,-,26490,0,2148,0,15337,0,0,4722,0,2902,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26490,-,-,499,-,-,-,-,-
20180214,-,-,-,24384,0,1791,0,10714,0,0,5001,0,3089,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24384,-,-,544,-,-,-,-,-
20180215,-,-,-,19606,0,2189,0,8579,0,0,5005,0,2603,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19606,-,-,529,-,-,-,-,-
20180216,-,-,-,14637,0,1542,0,3387,0,0,5414,0,2659,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14637,-,-,194,-,-,-,-,-
20180217,-,-,-,25051,0,3548,0,11082,0,0,5320,0,3239,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25051,-,-,692,-,-,-,-,-
20180218,-,-,-,28401,0,1718,0,15647,0,0,4727,0,2797,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28401,-,-,444,-,-,-,-,-
20180219,-,-,-,16577,0,1630,0,4233,0,0,5157,0,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16577,-,-,561,-,-,-,-,-
