計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IH,エアコン・200V,エコキュート,エアコン・200V,LDK,キッチン電灯,未使用,浴室・玄関廊下WC・電灯,電子レンジ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,15379,0,967,0,4982,0,0,5075,0,2599,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15379,-,-,448,-,-,-,-,-
20180102,-,-,-,18061,0,1623,0,6594,0,0,5126,0,2873,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18061,-,-,474,-,-,-,-,-
20180103,-,-,-,25449,0,1662,0,14132,0,0,4863,0,2992,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25449,-,-,843,-,-,-,-,-
20180104,-,-,-,19218,0,2853,0,5532,0,0,6575,0,2736,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19218,-,-,591,-,-,-,-,-
20180105,-,-,-,19107,0,1334,0,8326,0,0,5141,0,2360,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19107,-,-,156,-,-,-,-,-
20180106,-,-,-,17687,0,2960,0,4909,0,0,5432,0,2403,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17687,-,-,153,-,-,-,-,-
20180107,-,-,-,19994,0,2818,0,7471,0,0,5580,0,2617,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19994,-,-,145,-,-,-,-,-
20180108,-,-,-,20700,0,3346,0,6676,0,0,5900,0,2653,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20700,-,-,711,-,-,-,-,-
20180109,-,-,-,17454,0,1298,0,6861,0,0,5267,0,2493,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17454,-,-,487,-,-,-,-,-
20180110,-,-,-,18107,0,933,0,7610,0,0,5224,0,2645,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18107,-,-,423,-,-,-,-,-
20180111,-,-,-,20871,0,1033,0,10036,0,0,5613,0,2519,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20871,-,-,154,-,-,-,-,-
20180112,-,-,-,16191,0,2127,0,3353,0,0,6011,0,3043,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16191,-,-,182,-,-,-,-,-
20180113,-,-,-,25285,0,2778,0,12851,0,0,5709,0,2708,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25285,-,-,207,-,-,-,-,-
