計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,スポットライト,未使用,エコキュート,未使用,シャンデリア,ワインセラー,未使用,厨房換気扇,ペンダント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,24810,0,2025,0,8798,0,1917,629,0,6596,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24810,-,-,1118,-,-,-,-,-
20171102,-,-,-,25561,0,3638,0,5448,0,4585,621,0,12672,3641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25561,-,-,888,-,-,-,-,-
20171103,-,-,-,23613,0,3350,0,9009,0,3332,637,0,13750,3283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23613,-,-,534,-,-,-,-,-
20171104,-,-,-,23399,0,2556,0,5941,0,2887,595,0,12241,3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23399,-,-,669,-,-,-,-,-
20171105,-,-,-,12370,0,0,0,5046,0,0,463,0,6731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12370,-,-,0,-,-,-,-,-
20171106,-,-,-,18370,0,841,0,1253,0,1,710,0,6168,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18370,-,-,732,-,-,-,-,-
20171107,-,-,-,24087,0,2597,0,5058,0,3077,498,0,6588,1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24087,-,-,736,-,-,-,-,-
20171108,-,-,-,27096,0,3568,0,3582,0,8183,533,0,6523,3052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27096,-,-,528,-,-,-,-,-
20171109,-,-,-,26496,0,3275,0,10710,0,3718,636,0,7415,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26496,-,-,1400,-,-,-,-,-
20171110,-,-,-,24688,0,2564,0,9471,0,3290,588,0,8428,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24688,-,-,1253,-,-,-,-,-
20171111,-,-,-,24549,0,2517,0,6993,0,3332,617,0,11179,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24549,-,-,648,-,-,-,-,-
20171112,-,-,-,22317,0,3111,0,7794,0,7395,829,0,7114,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22317,-,-,830,-,-,-,-,-
20171113,-,-,-,13084,0,461,0,5107,0,0,432,0,1000,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13084,-,-,646,-,-,-,-,-
20171114,-,-,-,23397,0,2786,0,6930,0,4508,536,0,6250,2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23397,-,-,910,-,-,-,-,-
20171115,-,-,-,19975,0,2724,0,6815,0,3281,735,0,6171,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19975,-,-,772,-,-,-,-,-
20171116,-,-,-,22774,0,4390,0,10289,0,6439,667,0,11347,3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22774,-,-,1447,-,-,-,-,-
20171117,-,-,-,22289,0,3932,0,17495,0,6121,409,0,10889,3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22289,-,-,1257,-,-,-,-,-
20171118,-,-,-,21969,0,4719,0,11635,0,2485,476,0,6515,3544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21969,-,-,748,-,-,-,-,-
20171119,-,-,-,15677,0,756,0,6731,0,0,380,0,2814,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15677,-,-,333,-,-,-,-,-
20171120,-,-,-,11347,0,243,0,2288,0,1236,315,0,1,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11347,-,-,0,-,-,-,-,-
20171121,-,-,-,21384,0,2344,0,13351,0,2123,387,0,3493,2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21384,-,-,1556,-,-,-,-,-
20171122,-,-,-,24859,0,3414,0,13556,0,7994,367,0,7445,3116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24859,-,-,1872,-,-,-,-,-
20171123,-,-,-,22665,0,3474,0,17086,0,7716,454,0,8921,2964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22665,-,-,1170,-,-,-,-,-
20171124,-,-,-,21018,0,3705,0,16661,0,10420,414,0,5480,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21018,-,-,1745,-,-,-,-,-
20171125,-,-,-,25062,0,4228,0,19244,0,5929,400,0,6311,3298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25062,-,-,1436,-,-,-,-,-
20171126,-,-,-,17087,0,2011,0,11137,0,5325,293,0,7297,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17087,-,-,343,-,-,-,-,-
20171127,-,-,-,10712,0,0,0,97,0,0,273,0,6717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10712,-,-,0,-,-,-,-,-
20171128,-,-,-,20618,0,2400,0,9846,0,2408,453,0,12373,2633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20618,-,-,1772,-,-,-,-,-
20171129,-,-,-,22141,0,2834,0,10076,0,6046,527,0,12635,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22141,-,-,1014,-,-,-,-,-
20171130,-,-,-,22790,0,3114,0,11922,0,4535,559,0,13741,3196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22790,-,-,880,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
