計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC・200V,IHヒーター・200V,エコキュート,主寝室AC,冷蔵庫,リビング照明・TV,未使用,洗濯機,2F洋室・電灯コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20171102,-,-,-,9940,0,0,873,559,0,2103,4211,0,29,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9940,-,-,-,-,-,-,-,-
20171103,-,-,-,22318,0,0,787,7391,0,3129,5971,0,436,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22318,-,-,-,-,-,-,-,-
20171104,-,-,-,20777,0,960,769,7267,0,2162,5708,0,274,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20777,-,-,-,-,-,-,-,-
20171105,-,-,-,26987,0,2070,2211,11578,0,2770,5461,0,389,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26987,-,-,-,-,-,-,-,-
20171106,-,-,-,24032,0,0,2040,11319,0,3121,5512,0,406,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24032,-,-,-,-,-,-,-,-
20171107,-,-,-,20774,0,0,1924,7378,0,3818,5801,0,348,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20774,-,-,-,-,-,-,-,-
20171108,-,-,-,19443,0,0,976,6726,0,3904,5382,0,423,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19443,-,-,-,-,-,-,-,-
20171109,-,-,-,23392,0,0,2518,7837,0,3219,6051,0,642,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23392,-,-,-,-,-,-,-,-
20171110,-,-,-,23207,0,0,1528,10409,0,3616,5180,0,437,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23207,-,-,-,-,-,-,-,-
