計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電,エアコン・キッチン,エコキュート,ＩＨ・キッチン,炊飯器冷蔵庫レンジ洗濯機,2階子供部屋エアコン,未使用,キッチン玄関・照明,照明・和室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,14700,32289,36968,0,5369,1961,4765,0,0,3839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19379,-,-,-,-,-,-,-,-
20180502,-,-,-,11967,1968,5539,0,2084,1442,4355,0,0,4140,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15538,-,-,-,-,-,-,-,-
20180503,-,-,-,14513,48838,53973,0,6002,1846,4446,0,0,3700,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19648,-,-,-,-,-,-,-,-
20180504,-,-,-,11844,49776,56893,0,5042,2220,3707,0,0,5034,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18961,-,-,-,-,-,-,-,-
20180505,-,-,-,12884,47206,52726,0,5051,2094,3317,0,0,4474,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18404,-,-,-,-,-,-,-,-
20180506,-,-,-,15522,2157,7008,0,4511,2385,3960,0,0,6446,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20373,-,-,-,-,-,-,-,-
20180507,-,-,-,15790,2443,5033,0,4352,2157,4625,0,0,4553,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18380,-,-,-,-,-,-,-,-
20180508,-,-,-,15305,4094,8534,0,4969,2103,4657,0,0,4995,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19745,-,-,-,-,-,-,-,-
20180509,-,-,-,11365,45040,49982,0,3794,1764,4128,0,0,3781,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16307,-,-,-,-,-,-,-,-
20180510,-,-,-,13000,54306,60781,0,5858,1671,4272,0,0,3768,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19475,-,-,-,-,-,-,-,-
20180511,-,-,-,14279,51707,57477,0,6758,1656,4516,0,0,4082,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20049,-,-,-,-,-,-,-,-
20180512,-,-,-,12741,49649,55435,0,4360,2278,3652,0,0,4082,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18527,-,-,-,-,-,-,-,-
20180513,-,-,-,14819,2385,6678,0,3643,2206,3059,0,0,6376,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19112,-,-,-,-,-,-,-,-
