計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電,エアコン・キッチン,エコキュート,ＩＨ・キッチン,炊飯器冷蔵庫レンジ洗濯機,2階子供部屋エアコン,未使用,キッチン玄関・照明,照明・和室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,22004,11457,21173,0,0,1499,2301,6034,0,1553,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31720,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20180103,-,-,-,13074,15733,28186,0,836,655,3451,2020,0,1859,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25527,-,-,-,-,-,-,-,-
20180104,-,-,-,36324,16060,20152,0,9634,580,4290,7170,0,2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40416,-,-,-,-,-,-,-,-
20180105,-,-,-,21685,0,0,0,11815,116,1050,2209,0,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21685,-,-,-,-,-,-,-,-
20180106,-,-,-,11701,17054,22764,0,957,425,2864,306,0,1513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17411,-,-,-,-,-,-,-,-
20180107,-,-,-,37726,4709,9932,0,11359,501,3850,2450,0,2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42949,-,-,-,-,-,-,-,-
20180108,-,-,-,33500,474,2809,0,11550,377,3784,4320,0,2798,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35835,-,-,-,-,-,-,-,-
20180109,-,-,-,28510,7879,13739,0,8538,0,3635,3730,0,2193,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34370,-,-,-,-,-,-,-,-
20180110,-,-,-,45137,9137,12864,0,10233,577,5546,5298,0,2981,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48864,-,-,-,-,-,-,-,-
20180111,-,-,-,47519,19733,25648,0,12437,278,5123,6582,0,2771,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53434,-,-,-,-,-,-,-,-
20180112,-,-,-,51104,20867,33514,0,12903,513,4477,8029,0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63751,-,-,-,-,-,-,-,-
20180113,-,-,-,49887,15932,24008,0,15312,1907,5842,12036,0,2274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57963,-,-,-,-,-,-,-,-
20180114,-,-,-,52717,5290,18052,0,11705,962,3717,10713,0,2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65479,-,-,-,-,-,-,-,-
20180115,-,-,-,50560,2799,10154,0,11254,665,4151,8467,0,2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57915,-,-,-,-,-,-,-,-
20180116,-,-,-,38597,12422,16996,0,13473,892,4155,3967,0,2348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43171,-,-,-,-,-,-,-,-
20180117,-,-,-,30883,967,3641,0,7335,1294,4660,2999,0,3111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33557,-,-,-,-,-,-,-,-
20180118,-,-,-,34385,15824,18388,0,11538,740,3637,2084,0,2177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36949,-,-,-,-,-,-,-,-
