計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,2Fエアコン,ＩＨ・キッチン,照明・冷蔵庫・洗濯機,リビング・エアコン,食器洗乾燥機・リビング,電子レンジ・リビング,未使用,浴室乾燥機,エアコン・主寝室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,17061,0,0,1140,8383,5961,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17061,-,-,-,-,-,-,-,-
20171202,-,-,-,21040,0,461,1258,9077,7844,0,552,0,0,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21040,-,-,-,-,-,-,-,-
20171203,-,-,-,18894,0,0,1300,8987,5173,161,892,0,0,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18894,-,-,-,-,-,-,-,-
20171204,-,-,-,16969,0,0,280,8096,5421,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16969,-,-,-,-,-,-,-,-
20171205,-,-,-,19520,0,331,570,7857,10146,0,884,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19520,-,-,-,-,-,-,-,-
20171206,-,-,-,16825,0,0,825,7813,7053,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16825,-,-,-,-,-,-,-,-
20171207,-,-,-,17284,0,0,265,7268,9074,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17284,-,-,-,-,-,-,-,-
20171208,-,-,-,21674,0,0,652,8360,12053,0,416,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21674,-,-,-,-,-,-,-,-
20171209,-,-,-,15098,0,0,386,7153,5774,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15098,-,-,-,-,-,-,-,-
20171210,-,-,-,17524,0,0,677,7783,8148,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17524,-,-,-,-,-,-,-,-
20171211,-,-,-,17411,0,0,355,7776,8004,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17411,-,-,-,-,-,-,-,-
20171212,-,-,-,18805,0,0,602,8416,8670,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18805,-,-,-,-,-,-,-,-
20171213,-,-,-,16022,0,0,1496,7517,5285,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16022,-,-,-,-,-,-,-,-
20171214,-,-,-,15185,0,0,1066,7395,4809,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15185,-,-,-,-,-,-,-,-
20171215,-,-,-,14760,0,0,304,7517,5458,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14760,-,-,-,-,-,-,-,-
20171216,-,-,-,18969,0,0,855,8217,8751,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18969,-,-,-,-,-,-,-,-
20171217,-,-,-,17969,0,0,979,7799,7588,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17969,-,-,-,-,-,-,-,-
20171218,-,-,-,17542,0,0,499,7732,8279,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17542,-,-,-,-,-,-,-,-
20171219,-,-,-,16597,0,0,546,7256,7914,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16597,-,-,-,-,-,-,-,-
20171220,-,-,-,20139,0,0,760,8223,10043,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20139,-,-,-,-,-,-,-,-
20171221,-,-,-,14257,0,0,392,7402,4846,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14257,-,-,-,-,-,-,-,-
