計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,食器洗乾燥機・キッチン,ＩＨ・キッチン,エコキュート,エアコン・リビング,エアコン・主寝室,冷蔵庫・キッチン,未使用,洋室テレビ,洗濯機・洗面,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,23832,0,1132,271,5261,0,5538,2337,0,851,2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23832,-,-,-,-,-,-,-,-
20180302,-,-,-,25081,0,1210,380,6031,0,6465,3001,0,1075,2262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25081,-,-,-,-,-,-,-,-
20180303,-,-,-,27914,0,1222,192,5116,0,6031,3083,0,3240,2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27914,-,-,-,-,-,-,-,-
20180304,-,-,-,19805,0,1158,0,965,0,2938,2810,0,1806,3192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19805,-,-,-,-,-,-,-,-
20180305,-,-,-,20646,0,1109,697,3736,0,1884,2542,0,1359,3448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20646,-,-,-,-,-,-,-,-
20180306,-,-,-,23279,0,1179,315,5446,0,4381,3080,0,1170,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23279,-,-,-,-,-,-,-,-
20180307,-,-,-,25235,0,1188,364,6531,2106,4828,2586,0,500,2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25235,-,-,-,-,-,-,-,-
20180308,-,-,-,17567,0,1119,260,1612,0,4185,1647,0,911,2730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17567,-,-,-,-,-,-,-,-
20180309,-,-,-,23826,0,1238,198,5933,0,5341,1721,0,1873,2686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23826,-,-,-,-,-,-,-,-
20180310,-,-,-,25038,0,642,0,5493,0,5921,2607,0,1067,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25038,-,-,-,-,-,-,-,-
20180311,-,-,-,17028,0,1172,76,962,0,3832,1630,0,599,2793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17028,-,-,-,-,-,-,-,-
20180312,-,-,-,25541,0,1229,1515,5288,0,4599,1733,0,3012,2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25541,-,-,-,-,-,-,-,-
20180313,-,-,-,20355,0,1146,384,5675,0,2662,2155,0,763,2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20355,-,-,-,-,-,-,-,-
20180314,-,-,-,18506,0,582,818,3950,0,2125,2419,0,1108,2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18506,-,-,-,-,-,-,-,-
20180315,-,-,-,21484,0,1112,785,3927,3056,1689,2120,0,1231,2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21484,-,-,-,-,-,-,-,-
20180316,-,-,-,17232,0,1136,0,3532,0,2565,1993,0,948,2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17232,-,-,-,-,-,-,-,-
20180317,-,-,-,25453,0,1195,452,5090,0,5724,2559,0,2678,2166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25453,-,-,-,-,-,-,-,-
20180318,-,-,-,20258,0,1183,224,3864,0,3842,1656,0,1165,2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20258,-,-,-,-,-,-,-,-
20180319,-,-,-,21187,0,1091,917,3134,0,2845,3545,0,1269,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21187,-,-,-,-,-,-,-,-
20180320,-,-,-,19685,0,1104,699,901,0,5186,1894,0,1444,2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19685,-,-,-,-,-,-,-,-
20180321,-,-,-,26628,0,1162,0,5544,0,5831,1751,0,2435,2724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26628,-,-,-,-,-,-,-,-
20180322,-,-,-,25769,0,1161,386,4574,0,5224,2261,0,3562,2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25769,-,-,-,-,-,-,-,-
20180323,-,-,-,27205,0,1211,0,8158,0,5976,1713,0,2070,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27205,-,-,-,-,-,-,-,-
