計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチン・レンジ 炊飯器,洗濯機 寝室エアコン他 ,キッチン・冷蔵庫 他,エアコン・リビング,エアコン・主寝室,和室・照明・電源,未使用,照明・電源・和室１,エアコン・和室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,7194,0,211,387,4112,0,0,445,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7194,-,-,-,-,-,-,-,-
20180202,-,-,-,10497,0,194,274,6172,0,0,753,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10497,-,-,-,-,-,-,-,-
20180203,-,-,-,11141,0,256,300,6836,0,0,461,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11141,-,-,-,-,-,-,-,-
20180204,-,-,-,12187,0,196,202,6871,0,0,493,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12187,-,-,-,-,-,-,-,-
20180205,-,-,-,10834,0,183,199,6390,0,0,337,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10834,-,-,-,-,-,-,-,-
20180206,-,-,-,8654,0,215,129,4846,0,0,342,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8654,-,-,-,-,-,-,-,-
20180207,-,-,-,11718,0,231,174,6068,0,0,599,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11718,-,-,-,-,-,-,-,-
20180208,-,-,-,19653,0,273,1709,8682,0,0,435,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19653,-,-,-,-,-,-,-,-
20180209,-,-,-,14359,0,290,1607,7248,0,0,473,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14359,-,-,-,-,-,-,-,-
20180210,-,-,-,13652,0,361,2559,6116,743,0,451,0,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13652,-,-,-,-,-,-,-,-
20180211,-,-,-,17462,0,219,954,7796,462,0,411,0,542,2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17462,-,-,-,-,-,-,-,-
20180212,-,-,-,13301,0,323,397,8156,0,0,270,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13301,-,-,-,-,-,-,-,-
20180213,-,-,-,8374,0,185,247,5850,0,0,232,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8374,-,-,-,-,-,-,-,-
20180214,-,-,-,9527,0,245,340,5340,0,0,531,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9527,-,-,-,-,-,-,-,-
20180215,-,-,-,8673,0,199,181,5399,0,0,719,0,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8673,-,-,-,-,-,-,-,-
20180216,-,-,-,12859,0,242,390,6168,1124,0,839,0,583,1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12859,-,-,-,-,-,-,-,-
20180217,-,-,-,8353,0,303,197,5550,0,0,369,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8353,-,-,-,-,-,-,-,-
20180218,-,-,-,11723,0,177,264,7950,0,0,445,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11723,-,-,-,-,-,-,-,-
