計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,照明・和室,キッチン　炊飯器　レンジ,ＩＨ・キッチン,外冷蔵庫　ポンプ電球,エアコン・主寝室,キッチン・冷蔵庫 　TV,未使用,照明・リビング,エアコン・和室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,11974,0,389,919,1573,1014,0,3231,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11974,-,-,-,-,-,-,-,-
20171102,-,-,-,10748,0,236,1090,271,1082,0,3258,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10748,-,-,-,-,-,-,-,-
20171103,-,-,-,11290,0,617,491,637,951,0,2958,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11290,-,-,-,-,-,-,-,-
20171104,-,-,-,11850,0,1048,814,852,1020,0,2480,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11850,-,-,-,-,-,-,-,-
20171105,-,-,-,12379,0,752,1043,712,878,0,3384,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12379,-,-,-,-,-,-,-,-
20171106,-,-,-,13457,0,755,1587,880,964,0,3115,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13457,-,-,-,-,-,-,-,-
20171107,-,-,-,11305,0,1036,830,537,1140,0,2715,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11305,-,-,-,-,-,-,-,-
20171108,-,-,-,13301,0,550,1244,1800,1163,0,3032,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13301,-,-,-,-,-,-,-,-
20171109,-,-,-,13696,0,699,1125,1181,1278,0,3607,0,401,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13696,-,-,-,-,-,-,-,-
20171110,-,-,-,12919,0,623,1198,838,1421,0,3163,0,496,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12919,-,-,-,-,-,-,-,-
20171111,-,-,-,11931,0,444,936,361,1727,0,2648,0,315,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11931,-,-,-,-,-,-,-,-
20171112,-,-,-,16445,0,1826,1531,1395,1226,0,2520,0,1291,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16445,-,-,-,-,-,-,-,-
20171113,-,-,-,13828,0,320,980,2005,960,0,3348,0,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13828,-,-,-,-,-,-,-,-
