計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,主寝室AC,冷蔵庫,リビングTV,リビング照明,食洗機,洗濯機,未使用,電子レンジ,洋室AC,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,36564,0,657,1323,1982,3233,951,278,0,189,1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36564,-,-,-,-,-,-,-,-
20180302,-,-,-,37792,0,389,1282,2512,3349,1000,307,0,197,2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37792,-,-,-,-,-,-,-,-
20180303,-,-,-,41384,0,857,1204,2901,3884,2301,229,0,151,2280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41384,-,-,-,-,-,-,-,-
20180304,-,-,-,31117,0,0,2257,2295,4202,1458,254,0,161,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31117,-,-,-,-,-,-,-,-
20180305,-,-,-,34745,0,0,1641,1781,2961,925,205,0,237,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34745,-,-,-,-,-,-,-,-
20180306,-,-,-,34566,0,765,1378,2292,3286,967,134,0,165,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34566,-,-,-,-,-,-,-,-
20180307,-,-,-,33544,0,0,1221,1815,3858,1001,317,0,107,1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33544,-,-,-,-,-,-,-,-
20180308,-,-,-,35857,0,762,1393,2220,3356,1635,230,0,155,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35857,-,-,-,-,-,-,-,-
20180309,-,-,-,40642,0,978,1347,2484,3514,1688,260,0,975,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40642,-,-,-,-,-,-,-,-
20180310,-,-,-,37007,0,1553,1922,2202,3829,2247,250,0,239,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37007,-,-,-,-,-,-,-,-
20180311,-,-,-,39316,0,420,1240,2492,4656,1502,472,0,227,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39316,-,-,-,-,-,-,-,-
20180312,-,-,-,32618,0,0,1459,2168,3017,819,209,0,217,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32618,-,-,-,-,-,-,-,-
20180313,-,-,-,32503,0,0,1651,1566,3622,2382,188,0,176,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32503,-,-,-,-,-,-,-,-
20180314,-,-,-,28561,0,0,1542,1684,3176,986,119,0,197,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28561,-,-,-,-,-,-,-,-
20180315,-,-,-,27363,0,0,1543,1353,3187,1550,239,0,145,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27363,-,-,-,-,-,-,-,-
20180316,-,-,-,39530,0,1392,1410,2237,3603,2129,331,0,121,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39530,-,-,-,-,-,-,-,-
20180317,-,-,-,36401,0,797,1349,2313,4850,2416,259,0,133,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36401,-,-,-,-,-,-,-,-
20180318,-,-,-,32920,0,400,1396,1651,3320,1536,231,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32920,-,-,-,-,-,-,-,-
20180319,-,-,-,32532,0,390,1524,1703,3630,939,150,0,99,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32532,-,-,-,-,-,-,-,-
20180320,-,-,-,34054,0,1633,1390,2035,3649,1660,200,0,167,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34054,-,-,-,-,-,-,-,-
20180321,-,-,-,38622,0,707,1201,2599,3657,1604,270,0,217,2898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38622,-,-,-,-,-,-,-,-
