計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,LB AC TV 洗濯機,主寝室AC,冷蔵庫,リビング照明,洋室①　AC,食器乾燥機　レンジ,未使用,洋室②　AC,洋室②　照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
2017122500+0900,-,-,-,2552,0,147,583,40,21,197,0,0,316,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552,-,-,-,-,-,-,-,-
2017122501+0900,-,-,-,2336,0,149,670,13,22,191,0,0,301,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2336,-,-,-,-,-,-,-,-
2017122502+0900,-,-,-,2484,0,260,702,28,21,209,0,0,307,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484,-,-,-,-,-,-,-,-
2017122503+0900,-,-,-,2188,0,140,636,8,20,83,0,0,317,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2188,-,-,-,-,-,-,-,-
2017122504+0900,-,-,-,2828,0,228,550,8,20,108,234,0,312,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2828,-,-,-,-,-,-,-,-
2017122505+0900,-,-,-,3120,0,521,786,98,21,190,297,0,294,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3120,-,-,-,-,-,-,-,-
2017122506+0900,-,-,-,3086,0,549,823,62,21,217,235,0,308,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3086,-,-,-,-,-,-,-,-
2017122507+0900,-,-,-,2838,0,436,770,39,21,186,196,0,306,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2838,-,-,-,-,-,-,-,-
2017122508+0900,-,-,-,2685,0,161,793,31,21,225,218,0,310,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2685,-,-,-,-,-,-,-,-
2017122509+0900,-,-,-,2345,0,95,686,27,22,194,97,0,290,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2345,-,-,-,-,-,-,-,-
