計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IH,不明,エコキュート,不明,不明,不明,未使用,不明,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,10502,0,682,0,2608,0,2896,1848,0,0,2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10502,-,-,267,-,-,-,-,-
20180602,-,-,-,10218,0,0,0,1426,0,2808,3305,0,0,2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10218,-,-,242,-,-,-,-,-
20180603,-,-,-,12537,0,769,1194,1455,0,3063,3295,0,0,2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12537,-,-,230,-,-,-,-,-
20180604,-,-,-,14901,0,0,1849,1403,0,2533,6355,0,0,2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14901,-,-,263,-,-,-,-,-
20180605,-,-,-,9028,0,563,0,1479,0,2904,1840,0,0,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9028,-,-,415,-,-,-,-,-
20180606,-,-,-,14682,0,255,0,2653,0,2930,6645,0,0,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14682,-,-,281,-,-,-,-,-
20180607,-,-,-,10917,0,95,0,1309,0,2540,4527,0,0,2227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10917,-,-,365,-,-,-,-,-
20180608,-,-,-,13727,0,300,30,2124,0,2697,5800,0,0,2495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13727,-,-,321,-,-,-,-,-
20180609,-,-,-,9565,0,855,950,1457,0,2726,790,0,0,2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9565,-,-,264,-,-,-,-,-
20180610,-,-,-,13421,0,1051,0,1941,0,3093,4356,0,0,2680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13421,-,-,558,-,-,-,-,-
20180611,-,-,-,9608,0,257,0,2613,0,2999,1359,0,0,2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9608,-,-,312,-,-,-,-,-
20180612,-,-,-,14716,0,471,278,1931,0,2967,6822,0,0,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14716,-,-,449,-,-,-,-,-
