計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IH,不明,エコキュート,不明,不明,不明,未使用,不明,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,28195,0,363,9535,6917,0,5958,3670,0,0,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28195,-,-,379,-,-,-,-,-
20180302,-,-,-,32882,0,988,11319,7692,0,4698,6728,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32882,-,-,517,-,-,-,-,-
20180303,-,-,-,25306,0,29,10757,1592,0,6252,5295,0,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25306,-,-,171,-,-,-,-,-
20180304,-,-,-,31987,0,1302,5637,10865,0,4397,7909,0,0,1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31987,-,-,728,-,-,-,-,-
20180305,-,-,-,20011,0,685,3231,7219,0,5004,2151,0,0,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20011,-,-,565,-,-,-,-,-
20180306,-,-,-,27764,0,1084,11256,191,0,5132,8596,0,0,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27764,-,-,540,-,-,-,-,-
20180307,-,-,-,29087,0,590,11689,7414,0,5102,2779,0,0,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29087,-,-,389,-,-,-,-,-
20180308,-,-,-,30007,0,959,9936,5513,0,4157,7853,0,0,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30007,-,-,613,-,-,-,-,-
20180309,-,-,-,37354,0,995,12498,7483,0,6357,7988,0,0,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37354,-,-,346,-,-,-,-,-
20180310,-,-,-,37365,0,347,11783,9821,0,8919,4897,0,0,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37365,-,-,350,-,-,-,-,-
20180311,-,-,-,23578,0,395,10510,2200,0,4096,4859,0,0,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23578,-,-,570,-,-,-,-,-
20180312,-,-,-,33449,0,535,10677,7271,0,4923,8188,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33449,-,-,420,-,-,-,-,-
20180313,-,-,-,15972,0,676,6113,1835,0,3698,2040,0,0,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15972,-,-,533,-,-,-,-,-
20180314,-,-,-,20626,0,607,4610,4671,0,3101,5805,0,0,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20626,-,-,635,-,-,-,-,-
20180315,-,-,-,21566,0,1417,5664,4562,0,3299,4812,0,0,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21566,-,-,602,-,-,-,-,-
20180316,-,-,-,24657,0,270,7577,4482,0,5806,5017,0,0,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24657,-,-,639,-,-,-,-,-
20180317,-,-,-,32559,0,719,10502,7192,0,4637,7876,0,0,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32559,-,-,571,-,-,-,-,-
20180318,-,-,-,17476,0,328,7209,2293,0,4165,1853,0,0,1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17476,-,-,527,-,-,-,-,-
20180319,-,-,-,20780,0,1491,3507,4136,0,3299,6631,0,0,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20780,-,-,677,-,-,-,-,-
20180320,-,-,-,29700,0,1267,7745,5644,0,6187,7193,0,0,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29700,-,-,713,-,-,-,-,-
20180321,-,-,-,28019,0,153,12444,3790,0,7955,2223,0,0,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28019,-,-,364,-,-,-,-,-
20180322,-,-,-,29201,0,389,10503,4929,0,6302,5617,0,0,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29201,-,-,707,-,-,-,-,-
20180323,-,-,-,32660,0,1564,8659,4315,0,7070,9491,0,0,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32660,-,-,448,-,-,-,-,-
20180324,-,-,-,23187,0,486,5116,4777,0,5361,5895,0,0,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23187,-,-,572,-,-,-,-,-
20180325,-,-,-,22552,0,627,5230,5022,0,4428,5530,0,0,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22552,-,-,387,-,-,-,-,-
20180326,-,-,-,20298,0,962,3875,3304,0,4163,6119,0,0,1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20298,-,-,430,-,-,-,-,-
20180327,-,-,-,17390,0,488,2878,3072,0,3716,5424,0,0,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17390,-,-,583,-,-,-,-,-
20180328,-,-,-,12888,0,255,1988,3948,0,2928,1862,0,0,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12888,-,-,363,-,-,-,-,-
20180329,-,-,-,13138,0,1160,485,1898,0,4063,3734,0,0,1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13138,-,-,377,-,-,-,-,-
20180330,-,-,-,19305,0,903,835,4819,0,3202,7457,0,0,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19305,-,-,433,-,-,-,-,-
20180331,-,-,-,10367,0,0,598,1463,0,3321,3369,0,0,1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10367,-,-,223,-,-,-,-,-
