計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IH,不明,エコキュート,不明,不明,不明,未使用,不明,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,16189,0,243,682,4433,0,4414,4463,0,0,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16189,-,-,744,-,-,-,-,-
20180402,-,-,-,10536,0,262,504,3000,0,3047,1838,0,0,1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10536,-,-,319,-,-,-,-,-
20180403,-,-,-,13531,0,891,0,1595,0,3020,5800,0,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13531,-,-,378,-,-,-,-,-
20180404,-,-,-,11399,0,551,378,4297,0,3075,1009,0,0,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11399,-,-,623,-,-,-,-,-
20180405,-,-,-,15511,0,887,0,2356,0,3120,7194,0,0,1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15511,-,-,281,-,-,-,-,-
20180406,-,-,-,14817,0,232,1824,2671,0,4475,3764,0,0,1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14817,-,-,501,-,-,-,-,-
20180407,-,-,-,22063,0,1439,8601,2712,0,4705,3077,0,0,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22063,-,-,403,-,-,-,-,-
20180408,-,-,-,25796,0,493,7275,3958,0,5401,7116,0,0,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25796,-,-,251,-,-,-,-,-
20180409,-,-,-,20818,0,525,3722,4042,0,3184,7616,0,0,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20818,-,-,552,-,-,-,-,-
20180410,-,-,-,11948,0,680,1063,1542,0,5488,1115,0,0,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11948,-,-,395,-,-,-,-,-
