計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,2F寝室AC・客間照明,客間AC,離れAC,居間・離れ・照明・TV,KC電源・冷蔵庫・洗濯機,未使用,外冷蔵庫,和寝室AC,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,12312,0,0,230,0,0,1725,8374,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12312,-,-,-,-,-,-,-,-
20180502,-,-,-,14354,0,0,213,0,0,1727,10168,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14354,-,-,-,-,-,-,-,-
20180503,-,-,-,13735,0,0,206,0,0,1590,9805,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13735,-,-,-,-,-,-,-,-
20180504,-,-,-,13344,0,164,178,0,0,1666,8937,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13344,-,-,-,-,-,-,-,-
20180505,-,-,-,15129,0,1052,320,0,0,3257,8163,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15129,-,-,-,-,-,-,-,-
20180506,-,-,-,14546,0,0,441,0,0,3100,8727,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14546,-,-,-,-,-,-,-,-
20180507,-,-,-,14038,0,0,333,0,0,2096,9631,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14038,-,-,-,-,-,-,-,-
20180508,-,-,-,13026,0,0,282,0,0,2148,8473,0,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13026,-,-,-,-,-,-,-,-
20180509,-,-,-,12885,0,0,433,0,0,2188,8072,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12885,-,-,-,-,-,-,-,-
20180510,-,-,-,11890,0,0,289,0,0,1785,7688,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11890,-,-,-,-,-,-,-,-
20180511,-,-,-,11821,0,0,329,0,0,1674,7643,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11821,-,-,-,-,-,-,-,-
20180512,-,-,-,12784,0,0,427,0,0,2160,8139,0,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12784,-,-,-,-,-,-,-,-
20180513,-,-,-,13388,0,0,692,0,0,2261,8544,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13388,-,-,-,-,-,-,-,-
20180514,-,-,-,12471,0,0,377,0,0,1870,8248,0,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12471,-,-,-,-,-,-,-,-
20180515,-,-,-,12780,0,0,313,0,0,1678,8782,0,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12780,-,-,-,-,-,-,-,-
20180516,-,-,-,12602,0,0,136,0,0,1723,8680,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12602,-,-,-,-,-,-,-,-
20180517,-,-,-,12771,0,0,194,0,0,1888,8740,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12771,-,-,-,-,-,-,-,-
20180518,-,-,-,13531,0,0,410,0,0,2344,8797,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13531,-,-,-,-,-,-,-,-
20180519,-,-,-,12338,0,0,257,0,0,1895,8174,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12338,-,-,-,-,-,-,-,-
20180520,-,-,-,12331,0,0,244,0,0,1970,8105,0,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12331,-,-,-,-,-,-,-,-
