計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,2F寝室AC・客間照明,客間AC,離れAC,居間・離れ・照明・TV,KC電源・冷蔵庫・洗濯機,未使用,外冷蔵庫,和寝室AC,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,12203,0,0,389,0,0,1829,7904,0,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12203,-,-,-,-,-,-,-,-
20180602,-,-,-,11941,0,0,806,0,0,1346,7757,0,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11941,-,-,-,-,-,-,-,-
20180603,-,-,-,11657,0,0,278,0,0,1182,8276,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11657,-,-,-,-,-,-,-,-
20180604,-,-,-,12329,0,0,371,0,0,1577,8351,0,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12329,-,-,-,-,-,-,-,-
20180605,-,-,-,13575,0,0,502,0,0,1718,9014,0,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13575,-,-,-,-,-,-,-,-
20180606,-,-,-,13404,0,0,278,0,0,2173,8148,0,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13404,-,-,-,-,-,-,-,-
20180607,-,-,-,11936,0,0,121,0,0,2095,7676,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11936,-,-,-,-,-,-,-,-
20180608,-,-,-,14967,0,0,1312,0,0,2343,8813,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14967,-,-,-,-,-,-,-,-
20180609,-,-,-,15734,0,435,639,0,490,1905,9406,0,815,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15734,-,-,-,-,-,-,-,-
20180610,-,-,-,18061,0,1073,658,0,726,2651,9708,0,748,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18061,-,-,-,-,-,-,-,-
20180611,-,-,-,18242,0,0,355,0,0,2819,9388,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18242,-,-,-,-,-,-,-,-
20180612,-,-,-,12802,0,0,391,0,0,1910,8506,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12802,-,-,-,-,-,-,-,-
20180613,-,-,-,12094,0,0,195,0,0,2665,7343,0,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12094,-,-,-,-,-,-,-,-
20180614,-,-,-,12248,0,0,159,0,0,2311,7908,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12248,-,-,-,-,-,-,-,-
20180615,-,-,-,11489,0,0,252,0,0,1638,7756,0,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11489,-,-,-,-,-,-,-,-
