計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC・200V,IHヒーター・200V,主寝室AC,キッチンAC,冷蔵庫・キッチン電灯コン,洗濯機・居間TV電灯コン,未使用,2F電灯コンセント,井戸ポンプ・ボイラー,無効1,無効2,無効3,無効4,無効5,無効6,無効7,無効8,無効9,無効10,無効11,無効12,無効13,無効14,無効15,無効16,無効17,無効18,無効19,無効20,無効21,無効22,無効23,無効24,無効25,無効26,無効27,無効28,無効29,無効30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,8125,0,0,426,0,0,3232,1369,0,1149,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8125,-,-,-,-,-,-,-,-
20180602,-,-,-,9170,0,0,812,0,0,4027,1103,0,1126,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9170,-,-,-,-,-,-,-,-
20180603,-,-,-,9594,0,0,993,0,0,3646,1551,0,1153,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9594,-,-,-,-,-,-,-,-
20180604,-,-,-,11038,0,0,1703,0,0,4052,1502,0,1241,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11038,-,-,-,-,-,-,-,-
20180605,-,-,-,13747,0,0,1054,0,0,3528,1112,0,1007,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13747,-,-,-,-,-,-,-,-
20180606,-,-,-,13797,0,0,665,0,0,3772,1430,0,824,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13797,-,-,-,-,-,-,-,-
20180607,-,-,-,9078,0,0,847,0,0,3818,1357,0,787,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9078,-,-,-,-,-,-,-,-
20180608,-,-,-,11972,0,0,481,0,0,3617,1379,0,647,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11972,-,-,-,-,-,-,-,-
20180609,-,-,-,8503,0,0,613,37,0,3958,1818,0,298,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8503,-,-,-,-,-,-,-,-
20180610,-,-,-,12341,0,0,1138,0,0,4239,2028,0,38,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12341,-,-,-,-,-,-,-,-
20180611,-,-,-,12658,0,0,665,0,0,4164,1402,0,100,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12658,-,-,-,-,-,-,-,-
20180612,-,-,-,9431,0,0,2081,0,0,3932,1124,0,146,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9431,-,-,-,-,-,-,-,-
20180613,-,-,-,8279,0,0,544,0,0,4236,1325,0,103,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8279,-,-,-,-,-,-,-,-
20180614,-,-,-,9544,0,0,857,0,0,4201,2222,0,125,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9544,-,-,-,-,-,-,-,-
20180615,-,-,-,9283,0,9,1506,0,0,4037,1427,0,40,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9283,-,-,-,-,-,-,-,-
20180616,-,-,-,9656,0,0,937,0,0,3906,2169,0,11,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9656,-,-,-,-,-,-,-,-
20180617,-,-,-,10231,0,9,1107,0,0,4424,2090,0,20,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10231,-,-,-,-,-,-,-,-
