計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC・200V,IHヒーター・200V,主寝室AC,キッチンAC,冷蔵庫・キッチン電灯コン,洗濯機・居間TV電灯コン,未使用,2F電灯コンセント,井戸ポンプ・ボイラー,無効1,無効2,無効3,無効4,無効5,無効6,無効7,無効8,無効9,無効10,無効11,無効12,無効13,無効14,無効15,無効16,無効17,無効18,無効19,無効20,無効21,無効22,無効23,無効24,無効25,無効26,無効27,無効28,無効29,無効30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,21425,0,5743,1070,0,0,2611,4054,0,1438,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21425,-,-,-,-,-,-,-,-
20180102,-,-,-,22290,0,2921,631,0,0,2470,4366,0,1542,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22290,-,-,-,-,-,-,-,-
20180103,-,-,-,17720,0,1424,1301,0,0,2459,4447,0,1749,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17720,-,-,-,-,-,-,-,-
20180104,-,-,-,19649,0,0,913,0,0,2844,2190,0,1559,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19649,-,-,-,-,-,-,-,-
20180105,-,-,-,17022,0,0,886,0,0,2839,2204,0,1529,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17022,-,-,-,-,-,-,-,-
20180106,-,-,-,16333,0,0,1753,0,0,2709,2172,0,1634,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16333,-,-,-,-,-,-,-,-
20180107,-,-,-,20875,0,0,924,0,0,2727,2920,0,1496,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20875,-,-,-,-,-,-,-,-
20180108,-,-,-,21623,0,0,1199,0,0,2757,3071,0,1456,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21623,-,-,-,-,-,-,-,-
20180109,-,-,-,20164,0,0,1238,0,0,3075,1905,0,1449,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20164,-,-,-,-,-,-,-,-
20180110,-,-,-,21766,0,0,1620,0,0,2758,2170,0,1457,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21766,-,-,-,-,-,-,-,-
20180111,-,-,-,15096,0,0,650,0,0,2068,1808,0,1541,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15096,-,-,-,-,-,-,-,-
20180112,-,-,-,18970,0,0,1272,0,0,2408,2104,0,1545,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18970,-,-,-,-,-,-,-,-
