計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,主寝室エアコン,和室エアコン,倉庫照明・冷蔵庫・冷凍庫,LDK電灯コンセント,洗濯機・玄関洗面コンセン,未使用,和室・電灯コンセント,2F電灯・コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,23502,0,1358,1133,488,4363,7720,4149,0,3260,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23502,-,-,-,-,-,-,-,-
20180302,-,-,-,25173,0,1801,1741,553,4064,7744,4481,0,3940,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25173,-,-,-,-,-,-,-,-
20180303,-,-,-,23935,0,949,1238,569,4098,8748,4279,0,2680,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23935,-,-,-,-,-,-,-,-
20180304,-,-,-,22831,0,1881,2041,490,4578,6001,4311,0,2674,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22831,-,-,-,-,-,-,-,-
20180305,-,-,-,19601,0,0,610,90,4708,6929,4230,0,2051,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19601,-,-,-,-,-,-,-,-
20180306,-,-,-,23957,0,2795,1513,525,4298,6962,4224,0,2567,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23957,-,-,-,-,-,-,-,-
20180307,-,-,-,24535,0,2415,1278,745,4360,8745,4300,0,1657,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24535,-,-,-,-,-,-,-,-
20180308,-,-,-,28407,0,4010,0,472,4511,8999,4869,0,4398,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28407,-,-,-,-,-,-,-,-
20180309,-,-,-,25384,0,5413,0,2219,4037,6426,4420,0,1924,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25384,-,-,-,-,-,-,-,-
20180310,-,-,-,29999,0,3480,0,521,4016,8203,4195,0,8390,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29999,-,-,-,-,-,-,-,-
20180311,-,-,-,25267,0,0,0,952,4165,8362,4456,0,6538,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25267,-,-,-,-,-,-,-,-
20180312,-,-,-,26142,0,2262,0,123,4193,7229,4277,0,7268,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26142,-,-,-,-,-,-,-,-
20180313,-,-,-,24091,0,581,0,480,4602,6556,4374,0,6627,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24091,-,-,-,-,-,-,-,-
20180314,-,-,-,23447,0,1385,436,0,4839,6846,4003,0,5115,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23447,-,-,-,-,-,-,-,-
20180315,-,-,-,22286,0,0,682,0,4927,6771,4037,0,4941,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22286,-,-,-,-,-,-,-,-
20180316,-,-,-,24518,0,0,0,1113,4479,7736,4354,0,6134,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24518,-,-,-,-,-,-,-,-
20180317,-,-,-,23827,0,0,0,0,4340,7672,4386,0,6203,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23827,-,-,-,-,-,-,-,-
20180318,-,-,-,23483,0,0,0,0,4672,8371,4189,0,3670,2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23483,-,-,-,-,-,-,-,-
20180319,-,-,-,26439,0,0,0,0,4993,7027,4178,0,4675,5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26439,-,-,-,-,-,-,-,-
20180320,-,-,-,32967,0,2573,806,742,4417,7666,4369,0,6807,5321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32967,-,-,-,-,-,-,-,-
20180321,-,-,-,35433,0,6457,3618,583,4208,7428,4263,0,5316,3294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35433,-,-,-,-,-,-,-,-
20180322,-,-,-,26457,0,2344,1212,304,4217,8738,4539,0,4182,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26457,-,-,-,-,-,-,-,-
