計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,増設部屋エアコン,IHヒーター,エコキュート,LDKエアコン,不明,リビング照明,未使用,廊下・照明,未使用,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,25351,0,0,983,4558,6064,888,7298,0,2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25351,-,-,-,-,-,-,-,-
20171202,-,-,-,35156,0,0,1157,14179,7244,71,7829,0,2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35156,-,-,-,-,-,-,-,-
20171203,-,-,-,29999,0,0,721,9917,4310,76,8111,0,2305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29999,-,-,-,-,-,-,-,-
20171204,-,-,-,26820,0,0,1068,9808,3052,385,7190,0,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26820,-,-,-,-,-,-,-,-
20171205,-,-,-,19354,0,0,1214,5042,0,435,7664,0,2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19354,-,-,-,-,-,-,-,-
20171206,-,-,-,22264,0,0,656,6623,124,1001,8071,0,2316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22264,-,-,-,-,-,-,-,-
20171207,-,-,-,26919,0,0,1412,7697,6403,137,6076,0,2192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26919,-,-,-,-,-,-,-,-
20171208,-,-,-,28239,0,0,1883,7941,4295,1827,7042,0,2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28239,-,-,-,-,-,-,-,-
20171209,-,-,-,23890,0,0,1041,9811,0,570,7290,0,2168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23890,-,-,-,-,-,-,-,-
20171210,-,-,-,26390,0,0,2097,6673,0,606,8753,0,2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26390,-,-,-,-,-,-,-,-
