計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC・200V,IHヒーター・200V,エコキュート,主寝室AC,冷蔵庫,リビング照明・TV,未使用,洗濯機,2F洋室・電灯コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,22647,0,0,1223,8910,0,3090,4634,0,375,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22647,-,-,-,-,-,-,-,-
20180502,-,-,-,19799,0,0,957,6167,0,3637,4517,0,415,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19799,-,-,-,-,-,-,-,-
20180503,-,-,-,22408,0,0,1083,6346,0,2965,6136,0,508,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22408,-,-,-,-,-,-,-,-
20180504,-,-,-,22245,0,0,792,9141,0,2399,4110,0,553,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22245,-,-,-,-,-,-,-,-
20180505,-,-,-,22123,0,881,455,8085,0,2844,4691,0,446,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22123,-,-,-,-,-,-,-,-
20180506,-,-,-,21008,0,0,983,7958,0,3002,4679,0,490,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21008,-,-,-,-,-,-,-,-
20180507,-,-,-,20626,0,0,1944,6234,0,3486,4686,0,391,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20626,-,-,-,-,-,-,-,-
20180508,-,-,-,23168,0,1778,1390,7556,0,3235,4640,0,433,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23168,-,-,-,-,-,-,-,-
20180509,-,-,-,19346,0,350,352,8165,0,3308,3919,0,605,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19346,-,-,-,-,-,-,-,-
20180510,-,-,-,20241,0,677,1827,8428,0,2517,3803,0,360,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20241,-,-,-,-,-,-,-,-
20180511,-,-,-,20913,0,0,1095,7703,0,3478,5297,0,370,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20913,-,-,-,-,-,-,-,-
20180512,-,-,-,22254,0,365,466,6562,0,3698,5864,0,304,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22254,-,-,-,-,-,-,-,-
20180513,-,-,-,16933,0,0,211,7419,0,2315,4107,0,386,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16933,-,-,-,-,-,-,-,-
20180514,-,-,-,18042,0,435,1671,5294,0,3778,4418,0,672,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18042,-,-,-,-,-,-,-,-
20180515,-,-,-,17859,0,0,1722,6616,0,3303,3942,0,416,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17859,-,-,-,-,-,-,-,-
20180516,-,-,-,18032,0,0,1513,6287,0,3678,4153,0,333,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18032,-,-,-,-,-,-,-,-
20180517,-,-,-,18945,0,0,1371,5277,0,4177,5243,0,287,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18945,-,-,-,-,-,-,-,-
