計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,テレビ冷蔵庫洗濯機,エアコン・リビング,２階寝室エアコン,照明・リビング,電子レンジ・キッチン,照明・キッチン,未使用,エアコン・２階,照明・洗面,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,7728,0,2423,0,35,1074,504,1117,0,710,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7728,-,-,-,-,-,-,-,-
20180202,-,-,-,8730,0,3310,0,27,1209,647,1092,0,1652,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8730,-,-,-,-,-,-,-,-
20180203,-,-,-,9617,0,2935,0,53,1162,696,1506,0,3338,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9617,-,-,-,-,-,-,-,-
20180204,-,-,-,9834,0,3798,0,33,924,735,1173,0,3175,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9834,-,-,-,-,-,-,-,-
20180205,-,-,-,9028,0,4448,0,32,985,811,1371,0,1584,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9028,-,-,-,-,-,-,-,-
20180206,-,-,-,9017,0,4119,0,44,972,854,897,0,1389,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9017,-,-,-,-,-,-,-,-
20180207,-,-,-,9312,0,4121,0,44,942,793,1798,0,1066,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9312,-,-,-,-,-,-,-,-
20180208,-,-,-,8607,0,3365,0,45,1025,829,1619,0,736,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8607,-,-,-,-,-,-,-,-
20180209,-,-,-,7489,0,3386,0,30,858,564,551,0,565,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7489,-,-,-,-,-,-,-,-
20180210,-,-,-,9035,0,3025,0,27,978,756,850,0,4292,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9035,-,-,-,-,-,-,-,-
20180211,-,-,-,9895,0,4003,0,23,1132,698,1020,0,3599,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9895,-,-,-,-,-,-,-,-
20180212,-,-,-,9928,0,3698,0,41,1107,663,1293,0,3413,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9928,-,-,-,-,-,-,-,-
