計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,テレビ冷蔵庫洗濯機,エアコン・リビング,２階寝室エアコン,照明・リビング,電子レンジ・キッチン,照明・キッチン,未使用,エアコン・２階,照明・洗面,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,7141,0,3105,0,27,576,465,1073,0,2687,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7141,-,-,-,-,-,-,-,-
20180402,-,-,-,5778,0,3325,0,11,321,575,637,0,661,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5778,-,-,-,-,-,-,-,-
20180403,-,-,-,5974,0,3230,0,15,504,700,351,0,608,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5974,-,-,-,-,-,-,-,-
20180404,-,-,-,5531,0,3450,0,14,263,529,401,0,164,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5531,-,-,-,-,-,-,-,-
20180405,-,-,-,6042,0,3192,0,39,396,674,603,0,161,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6042,-,-,-,-,-,-,-,-
20180406,-,-,-,6775,0,4003,0,17,721,582,1069,0,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6775,-,-,-,-,-,-,-,-
20180407,-,-,-,7478,0,3234,0,5,901,643,715,0,1952,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7478,-,-,-,-,-,-,-,-
20180408,-,-,-,7412,0,3120,0,28,780,606,822,0,1635,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7412,-,-,-,-,-,-,-,-
20180409,-,-,-,6655,0,3391,0,12,711,507,1257,0,103,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6655,-,-,-,-,-,-,-,-
20180410,-,-,-,6056,0,3356,0,21,465,770,473,0,176,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6056,-,-,-,-,-,-,-,-
20180411,-,-,-,6196,0,3798,0,12,428,577,733,0,142,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6196,-,-,-,-,-,-,-,-
20180412,-,-,-,6301,0,3827,0,30,479,345,1038,0,146,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6301,-,-,-,-,-,-,-,-
20180413,-,-,-,5792,0,3106,0,11,472,594,677,0,281,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5792,-,-,-,-,-,-,-,-
20180414,-,-,-,10132,0,4524,0,14,2531,465,987,0,2256,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10132,-,-,-,-,-,-,-,-
20180415,-,-,-,7211,0,3836,0,16,480,792,350,0,3426,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7211,-,-,-,-,-,-,-,-
20180416,-,-,-,5991,0,3031,0,12,246,587,1876,0,129,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5991,-,-,-,-,-,-,-,-
20180417,-,-,-,7877,0,3847,0,13,1590,782,334,0,92,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7877,-,-,-,-,-,-,-,-
20180418,-,-,-,5877,0,2983,0,13,480,648,656,0,95,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5877,-,-,-,-,-,-,-,-
20180419,-,-,-,6055,0,3336,0,37,360,435,839,0,107,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6055,-,-,-,-,-,-,-,-
