計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,和室TV・2F照明,主寝室エアコン,リビングエアコン,和室エアコン,未使用,電子レンジ・ガス炊飯器,未使用,LTV照明 冷蔵庫 洗濯,2Fエアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,13945,0,51,0,2848,0,699,83,0,6647,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13945,-,-,-,-,-,-,-,-
20171202,-,-,-,14140,0,27,0,2647,0,772,89,0,6316,2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14140,-,-,-,-,-,-,-,-
20171203,-,-,-,10142,0,789,0,956,0,643,198,0,5831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10142,-,-,-,-,-,-,-,-
20171204,-,-,-,10855,0,4,0,1470,0,863,213,0,6546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10855,-,-,-,-,-,-,-,-
20171205,-,-,-,13653,0,10,0,3885,0,724,409,0,6734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13653,-,-,-,-,-,-,-,-
20171206,-,-,-,12281,0,1,0,1985,0,711,60,0,7146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12281,-,-,-,-,-,-,-,-
20171207,-,-,-,13272,0,725,0,2816,0,686,0,0,7068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13272,-,-,-,-,-,-,-,-
20171208,-,-,-,19834,0,1462,863,2668,410,989,296,0,7727,3427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19834,-,-,-,-,-,-,-,-
20171209,-,-,-,33264,0,965,5398,7364,1259,697,614,0,8501,6285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33264,-,-,-,-,-,-,-,-
20171210,-,-,-,29423,0,1497,7407,6611,2884,637,213,0,6567,1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29423,-,-,-,-,-,-,-,-
