計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビング・照明テレビ,エアコン・リビング,電子レンジ・キッチン,エアコン・和室１,冷蔵庫　洗濯機,廊下和室、照明　,未使用,ベルトランス,エアコン・和室２,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,33616,0,2839,2622,1953,0,8462,2211,0,0,2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33616,-,-,-,-,-,-,-,-
20180202,-,-,-,27853,0,2634,3035,1658,0,5930,1996,0,0,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27853,-,-,-,-,-,-,-,-
20180203,-,-,-,29404,0,3306,6052,1716,0,8232,2750,0,0,5624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29404,-,-,-,-,-,-,-,-
20180204,-,-,-,32773,0,2753,9394,2308,0,8550,2361,0,0,1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32773,-,-,-,-,-,-,-,-
20180205,-,-,-,26862,0,3250,7282,1492,0,7772,2497,0,0,2825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26862,-,-,-,-,-,-,-,-
20180206,-,-,-,37466,0,2440,6181,2140,0,6191,3171,0,0,4154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37466,-,-,-,-,-,-,-,-
20180207,-,-,-,30843,0,3258,5932,2129,0,8398,2435,0,0,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30843,-,-,-,-,-,-,-,-
20180208,-,-,-,42719,0,2654,17070,1412,0,6999,2575,0,0,5298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42719,-,-,-,-,-,-,-,-
20180209,-,-,-,37670,0,2759,8770,1689,0,6342,2061,0,0,2239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37670,-,-,-,-,-,-,-,-
20180210,-,-,-,29351,0,3405,1293,1176,0,6484,3107,0,0,2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29351,-,-,-,-,-,-,-,-
20180211,-,-,-,25834,0,3131,3715,997,0,8407,2553,0,0,5076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25834,-,-,-,-,-,-,-,-
20180212,-,-,-,29600,0,3113,8970,1320,0,6276,4811,0,0,3272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29600,-,-,-,-,-,-,-,-
20180213,-,-,-,26010,0,2665,7118,2111,0,7114,2861,0,0,3046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26010,-,-,-,-,-,-,-,-
20180214,-,-,-,24316,0,2643,8629,1800,0,5380,2555,0,0,1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24316,-,-,-,-,-,-,-,-
20180215,-,-,-,19184,0,2906,2930,1747,0,5027,2045,0,0,3076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19184,-,-,-,-,-,-,-,-
20180216,-,-,-,19374,0,2573,4834,1784,0,5242,1957,0,0,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19374,-,-,-,-,-,-,-,-
20180217,-,-,-,15951,0,2158,0,1621,0,6356,1660,0,0,2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15951,-,-,-,-,-,-,-,-
20180218,-,-,-,21418,0,3282,0,1356,0,8653,2419,0,0,3816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21418,-,-,-,-,-,-,-,-
20180219,-,-,-,21059,0,3071,925,1772,0,7520,3013,0,0,1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21059,-,-,-,-,-,-,-,-
20180220,-,-,-,21283,0,2350,0,2996,0,6198,2158,0,0,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21283,-,-,-,-,-,-,-,-
20180221,-,-,-,17618,0,2100,0,1714,0,7276,1878,0,0,2446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17618,-,-,-,-,-,-,-,-
20180222,-,-,-,20014,0,3168,0,2217,0,6890,2723,0,0,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20014,-,-,-,-,-,-,-,-
20180223,-,-,-,20037,0,3041,0,749,0,9255,3111,0,0,1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20037,-,-,-,-,-,-,-,-
20180224,-,-,-,19030,0,2954,0,937,0,9195,2544,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19030,-,-,-,-,-,-,-,-
20180225,-,-,-,23547,0,3027,3619,1049,0,8236,3074,0,0,2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23547,-,-,-,-,-,-,-,-
20180226,-,-,-,16345,0,2372,0,1917,0,6731,1803,0,0,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16345,-,-,-,-,-,-,-,-
20180227,-,-,-,17594,0,2608,0,2131,0,7758,1743,0,0,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17594,-,-,-,-,-,-,-,-
20180228,-,-,-,18085,0,2863,0,1654,0,8798,1956,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18085,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
