計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビング・照明テレビ,エアコン・リビング,電子レンジ・キッチン,エアコン・和室１,冷蔵庫　洗濯機,廊下和室、照明　,未使用,ベルトランス,エアコン・和室２,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,19294,0,2460,0,1590,0,5460,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19294,-,-,-,-,-,-,-,-
20180302,-,-,-,22677,0,3007,0,1800,0,6892,1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22677,-,-,-,-,-,-,-,-
20180303,-,-,-,32787,0,2919,0,1789,0,7928,2791,0,0,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32787,-,-,-,-,-,-,-,-
20180304,-,-,-,20109,0,2317,0,1869,0,6425,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20109,-,-,-,-,-,-,-,-
20180305,-,-,-,14418,0,2748,0,1037,0,6590,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14418,-,-,-,-,-,-,-,-
20180306,-,-,-,16861,0,3056,0,714,0,6492,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16861,-,-,-,-,-,-,-,-
20180307,-,-,-,22005,0,2630,0,1799,0,6561,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22005,-,-,-,-,-,-,-,-
20180308,-,-,-,21283,0,3332,0,1902,0,8555,2322,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21283,-,-,-,-,-,-,-,-
20180309,-,-,-,21149,0,2157,0,1642,0,8053,2738,0,0,5311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21149,-,-,-,-,-,-,-,-
20180310,-,-,-,22830,0,6080,2639,2295,0,8290,1875,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22830,-,-,-,-,-,-,-,-
20180311,-,-,-,18121,0,3234,0,2637,0,7549,2449,0,0,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18121,-,-,-,-,-,-,-,-
20180312,-,-,-,15220,0,3234,0,1337,0,6720,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15220,-,-,-,-,-,-,-,-
20180313,-,-,-,21944,0,2823,0,2346,0,6979,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21944,-,-,-,-,-,-,-,-
20180314,-,-,-,15962,0,2940,0,2835,0,6390,1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15962,-,-,-,-,-,-,-,-
20180315,-,-,-,12691,0,2834,0,856,0,5500,1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12691,-,-,-,-,-,-,-,-
