計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,洗濯機・洗面,居間　エアコン,冷蔵庫2,2階リビング照明,母　・テレビ照明,冷蔵庫1,未使用,2階洋室仕事　エアコン,2階洋室服用　エアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,31049,0,3799,2199,1405,0,3806,2874,0,2,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31049,-,-,-,-,-,-,-,-
20180302,-,-,-,26025,0,2093,2018,1309,0,3862,3053,0,4,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26025,-,-,-,-,-,-,-,-
20180303,-,-,-,40115,0,2191,1967,1292,0,4191,2919,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40115,-,-,-,-,-,-,-,-
20180304,-,-,-,36368,0,2223,2455,1518,0,3486,3101,0,50,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36368,-,-,-,-,-,-,-,-
20180305,-,-,-,28823,0,3385,2577,1699,0,3735,2561,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28823,-,-,-,-,-,-,-,-
20180306,-,-,-,37437,0,2138,1866,1435,0,3682,2961,0,3,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37437,-,-,-,-,-,-,-,-
20180307,-,-,-,41458,0,2251,1992,1329,0,3816,3326,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41458,-,-,-,-,-,-,-,-
20180308,-,-,-,25822,0,2741,1950,1448,0,4077,2676,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25822,-,-,-,-,-,-,-,-
20180309,-,-,-,20458,0,2849,1806,1286,0,3740,2323,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20458,-,-,-,-,-,-,-,-
20180310,-,-,-,23655,0,2398,1510,1236,0,3851,2137,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23655,-,-,-,-,-,-,-,-
20180311,-,-,-,17098,0,2226,2233,1311,0,1534,2262,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17098,-,-,-,-,-,-,-,-
20180312,-,-,-,21034,0,2243,2326,1371,0,1460,2488,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21034,-,-,-,-,-,-,-,-
20180313,-,-,-,20449,0,2324,3287,1450,0,1189,2829,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20449,-,-,-,-,-,-,-,-
20180314,-,-,-,18006,0,2525,3119,1607,0,1170,2775,0,28,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18006,-,-,-,-,-,-,-,-
20180315,-,-,-,22293,0,2998,3274,1654,0,1409,2892,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22293,-,-,-,-,-,-,-,-
20180316,-,-,-,28196,0,3262,2789,1585,0,1633,2649,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28196,-,-,-,-,-,-,-,-
20180317,-,-,-,29522,0,2220,3172,1352,0,1090,3097,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29522,-,-,-,-,-,-,-,-
