計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,エアコン・リビング,ＩＨ・キッチン,エコキュート,キッチン・冷蔵庫　電レ,テレビ,リビング・キッチン照明　,未使用,キッチン　炊飯器,洗濯機、トイレ照明　便座,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,12915,0,6161,0,0,2705,734,1250,0,515,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12915,-,-,-,-,-,-,-,-
20171202,-,-,-,8710,0,2524,0,0,2401,711,881,0,538,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710,-,-,-,-,-,-,-,-
20171203,-,-,-,10782,0,3589,0,0,2690,1134,1110,0,623,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10782,-,-,-,-,-,-,-,-
20171204,-,-,-,12480,0,5053,0,0,2634,844,1516,0,432,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12480,-,-,-,-,-,-,-,-
20171205,-,-,-,15914,0,7263,0,0,2722,1160,1493,0,392,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15914,-,-,-,-,-,-,-,-
20171206,-,-,-,12716,0,4664,0,0,2228,571,1593,0,654,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12716,-,-,-,-,-,-,-,-
20171207,-,-,-,13557,0,7740,0,0,2152,604,950,0,160,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13557,-,-,-,-,-,-,-,-
20171208,-,-,-,11485,0,5536,0,0,2320,415,933,0,602,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11485,-,-,-,-,-,-,-,-
20171209,-,-,-,12056,0,5761,0,0,2148,794,914,0,554,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12056,-,-,-,-,-,-,-,-
20171210,-,-,-,14630,0,7816,0,0,2250,1039,1103,0,501,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14630,-,-,-,-,-,-,-,-
20171211,-,-,-,14717,0,7328,0,0,2478,995,1269,0,626,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14717,-,-,-,-,-,-,-,-
20171212,-,-,-,8378,0,2367,0,0,2164,366,939,0,182,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8378,-,-,-,-,-,-,-,-
20171213,-,-,-,18957,0,11971,0,2039,2589,602,1117,0,544,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18957,-,-,-,-,-,-,-,-
20171214,-,-,-,17470,0,8758,0,11405,2395,626,1255,0,554,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17470,-,-,-,-,-,-,-,-
20171215,-,-,-,12053,0,5563,0,8025,2686,598,955,0,503,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12053,-,-,-,-,-,-,-,-
20171216,-,-,-,14082,0,6295,0,5262,2230,846,1182,0,492,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14082,-,-,-,-,-,-,-,-
20171217,-,-,-,16784,0,8015,0,12593,2855,668,1565,0,480,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16784,-,-,-,-,-,-,-,-
