計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,コンセント・キッチン,エアコン,エアコン,浴室乾燥機・浴室,照明・キッチン,洗濯機・洗面,未使用,和室コンセントTV,照明・和室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,6066,0,2261,0,0,0,216,84,0,3594,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6066,-,-,-,-,-,-,-,-
20180602,-,-,-,5606,0,1839,0,0,0,544,104,0,3943,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5606,-,-,-,-,-,-,-,-
20180603,-,-,-,3685,0,1533,0,0,411,127,93,0,3862,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3685,-,-,-,-,-,-,-,-
20180604,-,-,-,5495,0,2063,0,0,0,312,10,0,3804,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5495,-,-,-,-,-,-,-,-
20180605,-,-,-,6772,0,2489,0,0,176,219,88,0,3571,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6772,-,-,-,-,-,-,-,-
20180606,-,-,-,7035,0,2935,0,0,351,338,4,0,3658,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7035,-,-,-,-,-,-,-,-
20180607,-,-,-,6527,0,2058,790,0,332,159,162,0,3936,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6527,-,-,-,-,-,-,-,-
20180608,-,-,-,7088,0,1844,1933,0,208,532,112,0,4017,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7088,-,-,-,-,-,-,-,-
20180609,-,-,-,6334,0,2823,355,0,0,413,91,0,3927,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6334,-,-,-,-,-,-,-,-
20180610,-,-,-,7809,0,2948,42,0,166,457,30,0,3897,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7809,-,-,-,-,-,-,-,-
20180611,-,-,-,6837,0,2536,0,0,133,425,84,0,3741,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6837,-,-,-,-,-,-,-,-
20180612,-,-,-,6639,0,2353,0,0,0,301,140,0,3604,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6639,-,-,-,-,-,-,-,-
20180613,-,-,-,6671,0,2009,335,0,235,351,98,0,3562,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6671,-,-,-,-,-,-,-,-
20180614,-,-,-,5353,0,2018,0,0,178,371,4,0,3699,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5353,-,-,-,-,-,-,-,-
20180615,-,-,-,6988,0,2422,426,0,262,456,65,0,3979,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6988,-,-,-,-,-,-,-,-
20180616,-,-,-,5557,0,1766,0,0,293,304,8,0,3650,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5557,-,-,-,-,-,-,-,-
20180617,-,-,-,5397,0,1778,0,0,0,640,85,0,4025,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5397,-,-,-,-,-,-,-,-
20180618,-,-,-,5530,0,2160,815,0,128,473,8,0,4092,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5530,-,-,-,-,-,-,-,-
20180619,-,-,-,6818,0,2759,64,0,0,579,15,0,3841,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6818,-,-,-,-,-,-,-,-
20180620,-,-,-,6672,0,1979,626,0,0,215,76,0,3995,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6672,-,-,-,-,-,-,-,-
20180621,-,-,-,7228,0,2337,529,0,303,250,78,0,4064,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7228,-,-,-,-,-,-,-,-
20180622,-,-,-,7223,0,3776,0,0,131,397,8,0,3848,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7223,-,-,-,-,-,-,-,-
20180623,-,-,-,7293,0,3156,0,0,0,249,2,0,3745,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7293,-,-,-,-,-,-,-,-
20180624,-,-,-,8129,0,3659,72,0,0,378,110,0,3865,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8129,-,-,-,-,-,-,-,-
20180625,-,-,-,7845,0,2840,734,0,153,383,11,0,3895,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7845,-,-,-,-,-,-,-,-
20180626,-,-,-,7712,0,2832,1974,0,291,324,61,0,3981,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7712,-,-,-,-,-,-,-,-
20180627,-,-,-,8936,0,2994,2481,0,159,279,138,0,4351,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8936,-,-,-,-,-,-,-,-
20180628,-,-,-,7822,0,2728,2009,0,125,200,121,0,4358,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7822,-,-,-,-,-,-,-,-
20180629,-,-,-,6751,0,2650,844,0,117,657,14,0,3994,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6751,-,-,-,-,-,-,-,-
20180630,-,-,-,7368,0,2657,1602,0,161,481,60,0,4078,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7368,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
