計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,コンセント・キッチン,エアコン,エアコン,浴室乾燥機・浴室,照明・キッチン,洗濯機・洗面,未使用,和室コンセントTV,照明・和室,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,12682,0,2414,3795,7122,803,480,3,0,3240,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12682,-,-,-,-,-,-,-,-
20180302,-,-,-,10881,0,2324,0,9271,0,299,98,0,3325,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10881,-,-,-,-,-,-,-,-
20180303,-,-,-,10646,0,2102,3707,4440,827,279,16,0,3319,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10646,-,-,-,-,-,-,-,-
20180304,-,-,-,7641,0,2337,0,3657,531,243,93,0,3238,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7641,-,-,-,-,-,-,-,-
20180305,-,-,-,8050,0,2874,0,1002,461,385,0,0,3272,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8050,-,-,-,-,-,-,-,-
20180306,-,-,-,12726,0,1802,5749,7749,901,219,97,0,3332,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12726,-,-,-,-,-,-,-,-
20180307,-,-,-,9140,0,2673,0,5388,1731,440,13,0,3130,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9140,-,-,-,-,-,-,-,-
20180308,-,-,-,11364,0,2309,5760,3416,775,253,2,0,3520,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11364,-,-,-,-,-,-,-,-
20180309,-,-,-,16724,0,1934,7861,10951,647,313,100,0,3328,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16724,-,-,-,-,-,-,-,-
20180310,-,-,-,13818,0,2912,1491,12558,574,292,195,0,3036,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13818,-,-,-,-,-,-,-,-
