計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,食器洗乾燥機・キッチン,ＩＨ・キッチン,エコキュート,エアコン・リビング,エアコン・主寝室,冷蔵庫・キッチン,未使用,洋室テレビ,洗濯機・洗面,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,43626,0,1175,1120,11458,7542,800,1944,0,4136,4067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43626,-,-,-,-,-,-,-,-
20180102,-,-,-,39015,0,1862,87,8424,0,11361,2098,0,6694,2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39015,-,-,-,-,-,-,-,-
20180103,-,-,-,33551,0,1846,0,4973,0,9226,2757,0,3716,3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33551,-,-,-,-,-,-,-,-
20180104,-,-,-,34352,0,1253,1228,5989,0,9496,3117,0,2936,2835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34352,-,-,-,-,-,-,-,-
20180105,-,-,-,25496,0,1269,158,5535,0,6477,2360,0,2701,2641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25496,-,-,-,-,-,-,-,-
20180106,-,-,-,17658,0,610,129,5680,0,4008,1663,0,467,2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17658,-,-,-,-,-,-,-,-
20180107,-,-,-,22035,0,676,189,1102,0,6331,1640,0,4322,2548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22035,-,-,-,-,-,-,-,-
20180108,-,-,-,26901,0,1206,322,6233,0,5444,3059,0,2005,2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26901,-,-,-,-,-,-,-,-
20180109,-,-,-,25989,0,1191,128,4586,0,6363,2625,0,3510,2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25989,-,-,-,-,-,-,-,-
20180110,-,-,-,28942,0,1275,484,5645,0,8038,2787,0,3599,2796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28942,-,-,-,-,-,-,-,-
20180111,-,-,-,38542,0,1276,0,7501,4098,11492,3028,0,3248,2835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38542,-,-,-,-,-,-,-,-
20180112,-,-,-,34724,0,1357,172,5501,0,13114,1524,0,5710,2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34724,-,-,-,-,-,-,-,-
20180113,-,-,-,35177,0,1329,395,4213,0,13467,1583,0,3974,3202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35177,-,-,-,-,-,-,-,-
20180114,-,-,-,36884,0,1340,0,6605,0,10295,1410,0,8229,3302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36884,-,-,-,-,-,-,-,-
20180115,-,-,-,38379,0,1322,437,4914,0,10591,9122,0,3441,2680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38379,-,-,-,-,-,-,-,-
20180116,-,-,-,28370,0,1333,298,6710,0,7310,3109,0,2501,2662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28370,-,-,-,-,-,-,-,-
20180117,-,-,-,19260,0,1107,0,554,0,4319,2583,0,2303,2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19260,-,-,-,-,-,-,-,-
20180118,-,-,-,27941,0,554,952,8282,0,5115,3046,0,1843,3130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27941,-,-,-,-,-,-,-,-
20180119,-,-,-,19927,0,1172,0,2508,0,4326,1659,0,2498,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19927,-,-,-,-,-,-,-,-
20180120,-,-,-,26560,0,1180,59,5822,0,7726,2433,0,1466,2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26560,-,-,-,-,-,-,-,-
20180121,-,-,-,30336,0,1234,0,5232,1935,7399,1742,0,4733,2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30336,-,-,-,-,-,-,-,-
20180122,-,-,-,28691,0,1208,349,4452,0,7772,3255,0,3270,2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28691,-,-,-,-,-,-,-,-
20180123,-,-,-,29451,0,1224,764,6148,0,7776,2230,0,4042,2693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29451,-,-,-,-,-,-,-,-
20180124,-,-,-,33877,0,1324,52,5825,0,11791,2420,0,4433,2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33877,-,-,-,-,-,-,-,-
20180125,-,-,-,38843,0,1320,38,6295,0,14772,3812,0,4528,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38843,-,-,-,-,-,-,-,-
20180126,-,-,-,36829,0,687,1717,5794,0,15380,1908,0,3324,2849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36829,-,-,-,-,-,-,-,-
20180127,-,-,-,40851,0,1352,322,3818,0,14537,2030,0,6921,3419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40851,-,-,-,-,-,-,-,-
20180128,-,-,-,31741,0,1323,0,6097,0,8154,1474,0,3961,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31741,-,-,-,-,-,-,-,-
20180129,-,-,-,35182,0,1348,0,4376,0,10163,3799,0,4111,3290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35182,-,-,-,-,-,-,-,-
20180130,-,-,-,37034,0,1350,339,5335,0,15735,3676,0,3295,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37034,-,-,-,-,-,-,-,-
20180131,-,-,-,42749,0,1340,851,5570,1832,12411,6496,0,3960,2634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42749,-,-,-,-,-,-,-,-
