計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビング TV 電灯,食器洗乾燥機・キッチン,エアコン・主寝室,エアコン・リビング,キッチン・冷蔵庫 照明,洗濯機・洗面,未使用,キッチン・炊飯器,電子レンジ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,65143,0,29634,530,0,0,3282,6401,0,120,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65143,-,-,-,-,-,-,-,-
20180102,-,-,-,35584,0,16411,87,0,0,1924,2408,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35584,-,-,-,-,-,-,-,-
20180103,-,-,-,28614,0,8684,105,1369,0,2027,4037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28614,-,-,-,-,-,-,-,-
20180104,-,-,-,35906,0,9494,253,976,0,2763,5133,0,245,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35906,-,-,-,-,-,-,-,-
20180105,-,-,-,35571,0,3593,354,1083,0,3108,7931,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35571,-,-,-,-,-,-,-,-
20180106,-,-,-,26231,0,5032,380,483,0,2470,4990,0,136,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26231,-,-,-,-,-,-,-,-
20180107,-,-,-,36577,0,5635,509,418,0,2723,8471,0,288,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36577,-,-,-,-,-,-,-,-
20180108,-,-,-,32143,0,4002,349,111,0,2935,4958,0,414,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32143,-,-,-,-,-,-,-,-
20180109,-,-,-,27347,0,2288,296,0,0,2958,5317,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27347,-,-,-,-,-,-,-,-
20180110,-,-,-,37315,0,8356,203,1403,0,2277,4177,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37315,-,-,-,-,-,-,-,-
