計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC・200V,主寝室AC・200V,キッチンAC,冷蔵庫,食洗機,洗濯機,未使用,電子レンジ,寝室・キッチン電灯,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,85298,442,9795,1098,0,2752,941,88,0,161,1858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84856,-,-,-,-,-,-,-,-
20180302,-,-,-,88009,5578,7907,4271,0,2668,934,554,0,107,2952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82431,-,-,-,-,-,-,-,-
20180303,-,-,-,98100,765,11099,4479,0,2830,1080,250,0,417,2818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97335,-,-,-,-,-,-,-,-
20180304,-,-,-,50803,5261,5058,2443,0,2842,947,1151,0,118,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45542,-,-,-,-,-,-,-,-
20180305,-,-,-,72839,0,640,0,0,3037,985,0,0,28,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72839,-,-,-,-,-,-,-,-
20180306,-,-,-,67358,9084,10980,0,0,2627,1007,0,0,147,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58274,-,-,-,-,-,-,-,-
20180307,-,-,-,72548,1176,8419,3754,0,2778,965,100,0,114,2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71372,-,-,-,-,-,-,-,-
20180308,-,-,-,77633,0,2648,2498,0,2873,914,281,0,81,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77633,-,-,-,-,-,-,-,-
20180309,-,-,-,98735,1285,14646,4708,0,2763,959,1335,0,147,2692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97450,-,-,-,-,-,-,-,-
20180310,-,-,-,70452,10062,11799,975,0,2615,1058,0,0,95,1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60390,-,-,-,-,-,-,-,-
