計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC・200V,主寝室AC・200V,キッチンAC,冷蔵庫,食洗機,洗濯機,未使用,電子レンジ,寝室・キッチン電灯,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,12824,10499,894,0,0,3267,733,91,0,131,2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4431,-,-,-,-,-,-,-,-
20180602,-,-,-,12120,9548,824,0,0,3796,834,683,0,186,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3442,-,-,-,-,-,-,-,-
20180603,-,-,-,10045,4539,2217,4,0,3845,13,859,0,52,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530,-,-,-,-,-,-,-,-
20180604,-,-,-,15335,8006,4566,0,0,4044,799,97,0,136,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7329,-,-,-,-,-,-,-,-
20180605,-,-,-,14093,167,657,0,0,3590,777,0,0,121,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13926,-,-,-,-,-,-,-,-
20180606,-,-,-,14140,395,503,0,0,3694,776,80,0,180,2299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13745,-,-,-,-,-,-,-,-
20180607,-,-,-,19222,1991,2617,0,0,3944,768,80,0,115,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17231,-,-,-,-,-,-,-,-
20180608,-,-,-,20605,6732,7216,0,0,3886,727,0,0,310,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13873,-,-,-,-,-,-,-,-
20180609,-,-,-,17937,7588,8256,0,0,3886,80,777,0,48,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10349,-,-,-,-,-,-,-,-
20180610,-,-,-,17054,652,4164,0,0,3985,763,801,0,173,2249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16402,-,-,-,-,-,-,-,-
