計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,2Fエアコン,洗濯機冷蔵庫,IHクッキングヒーター,エコキュート,エアコン・主寝室,キッチンリビング・電灯,未使用,キッチンコンセント,和室エアコン2,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,32725,0,835,629,414,8079,132,7230,0,984,3288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32725,-,-,408,-,-,-,-,-
20180202,-,-,-,30411,0,503,449,620,7273,118,5286,0,1001,3436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30411,-,-,612,-,-,-,-,-
20180203,-,-,-,30585,0,767,442,127,5714,63,4182,0,1046,3279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30585,-,-,465,-,-,-,-,-
20180204,-,-,-,31132,0,814,352,279,9351,2,3025,0,965,3505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31132,-,-,469,-,-,-,-,-
20180205,-,-,-,36477,0,1110,333,280,11028,27,3547,0,947,3681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36477,-,-,655,-,-,-,-,-
20180206,-,-,-,37870,0,748,329,1054,8177,145,5186,0,980,3634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37870,-,-,457,-,-,-,-,-
20180207,-,-,-,38562,0,831,385,320,14184,141,3310,0,828,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38562,-,-,671,-,-,-,-,-
20180208,-,-,-,31945,0,470,356,326,7204,170,4005,0,940,3551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31945,-,-,490,-,-,-,-,-
20180209,-,-,-,33641,0,1064,440,648,7733,147,6181,0,1031,3283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33641,-,-,577,-,-,-,-,-
20180210,-,-,-,35704,0,1379,523,640,12182,511,13705,0,1114,2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35704,-,-,553,-,-,-,-,-
