計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,2Fエアコン,洗濯機冷蔵庫,IHクッキングヒーター,エコキュート,エアコン・主寝室,キッチンリビング・電灯,未使用,キッチンコンセント,和室エアコン2,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,12927,0,697,898,917,2048,47,2572,0,1805,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12927,-,-,378,-,-,-,-,-
20180502,-,-,-,16168,0,868,984,748,3790,112,2924,0,1749,3944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16168,-,-,391,-,-,-,-,-
20180503,-,-,-,16724,0,1063,828,1467,4021,158,2959,0,1453,3667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16724,-,-,496,-,-,-,-,-
20180504,-,-,-,17963,0,1253,718,1007,5143,0,3026,0,1608,4012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17963,-,-,452,-,-,-,-,-
20180505,-,-,-,15483,0,594,762,406,4328,12,3026,0,1384,3755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15483,-,-,426,-,-,-,-,-
20180506,-,-,-,17297,0,1094,800,814,4407,100,3618,0,1627,3787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17297,-,-,390,-,-,-,-,-
20180507,-,-,-,15269,0,987,969,314,3451,67,2662,0,1836,3912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15269,-,-,453,-,-,-,-,-
20180508,-,-,-,15977,0,900,815,268,4786,29,2713,0,1613,3729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15977,-,-,516,-,-,-,-,-
20180509,-,-,-,17177,0,719,661,1335,5330,146,3058,0,1401,3285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17177,-,-,479,-,-,-,-,-
20180510,-,-,-,16936,0,670,711,841,5028,170,2898,0,1350,4162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16936,-,-,511,-,-,-,-,-
20180511,-,-,-,17071,0,824,808,284,5425,125,2543,0,1519,4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17071,-,-,407,-,-,-,-,-
20180512,-,-,-,13993,0,642,758,497,3495,0,2378,0,1566,3677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13993,-,-,390,-,-,-,-,-
20180513,-,-,-,18696,0,675,801,1519,5225,0,3380,0,1733,4170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18696,-,-,417,-,-,-,-,-
20180514,-,-,-,15676,0,1012,957,881,2876,0,2622,0,1771,4410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15676,-,-,461,-,-,-,-,-
20180515,-,-,-,15758,0,903,1100,590,4609,7,2845,0,1829,2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15758,-,-,401,-,-,-,-,-
20180516,-,-,-,13974,0,764,1138,1023,2298,38,2417,0,1820,3358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13974,-,-,418,-,-,-,-,-
20180517,-,-,-,17587,0,868,1067,448,3811,405,4240,0,2070,3239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17587,-,-,214,-,-,-,-,-
20180518,-,-,-,14644,0,914,1048,413,1540,57,3609,0,2051,3554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14644,-,-,166,-,-,-,-,-
20180519,-,-,-,13219,0,825,747,272,1792,60,3316,0,1634,3457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13219,-,-,380,-,-,-,-,-
20180520,-,-,-,13606,0,387,741,97,4443,18,2650,0,1508,2888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13606,-,-,241,-,-,-,-,-
20180521,-,-,-,15477,0,863,1008,531,2322,100,2818,0,1728,5052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15477,-,-,412,-,-,-,-,-
20180522,-,-,-,15318,0,783,910,468,4704,11,2098,0,1798,3515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15318,-,-,164,-,-,-,-,-
20180523,-,-,-,15042,0,738,950,1050,2200,10,2918,0,2159,3859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15042,-,-,382,-,-,-,-,-
20180524,-,-,-,16670,0,821,866,594,3624,59,3403,0,1856,4017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16670,-,-,347,-,-,-,-,-
20180525,-,-,-,16106,0,800,968,703,2122,45,2852,0,2013,4882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16106,-,-,385,-,-,-,-,-
20180526,-,-,-,16835,0,838,944,741,3922,178,2759,0,1995,4131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16835,-,-,473,-,-,-,-,-
20180527,-,-,-,17522,0,798,1011,580,4459,292,2785,0,1897,3868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17522,-,-,174,-,-,-,-,-
20180528,-,-,-,13844,0,944,968,683,1434,363,2658,0,1965,3761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13844,-,-,298,-,-,-,-,-
20180529,-,-,-,14511,0,760,988,722,2336,0,2246,0,1943,3952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14511,-,-,132,-,-,-,-,-
20180530,-,-,-,14260,0,845,1151,1017,1928,122,2633,0,2186,3162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14260,-,-,211,-,-,-,-,-
20180531,-,-,-,14102,0,901,1065,1086,1816,91,2638,0,2207,3175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14102,-,-,413,-,-,-,-,-
