計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,食器洗乾燥機・キッチン,ＩＨ・キッチン,エコキュート,エアコン・リビング,エアコン・主寝室,冷蔵庫・キッチン,未使用,洋室テレビ,洗濯機・洗面,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,15752,0,1035,497,2504,0,790,2002,0,312,3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15752,-,-,-,-,-,-,-,-
20171102,-,-,-,14768,0,993,790,2033,0,579,2056,0,202,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14768,-,-,-,-,-,-,-,-
20171103,-,-,-,14073,0,986,0,2317,0,6,1993,0,341,2545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14073,-,-,-,-,-,-,-,-
20171104,-,-,-,16283,0,1023,607,2029,0,555,2564,0,207,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16283,-,-,-,-,-,-,-,-
20171105,-,-,-,20134,0,1013,0,2915,0,2609,1811,0,253,2773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20134,-,-,-,-,-,-,-,-
20171106,-,-,-,14533,0,999,0,771,0,2097,2366,0,166,2988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14533,-,-,-,-,-,-,-,-
20171107,-,-,-,14748,0,1058,0,2935,0,976,1902,0,52,2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14748,-,-,-,-,-,-,-,-
20171108,-,-,-,12868,0,520,0,678,0,488,1918,0,185,3011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12868,-,-,-,-,-,-,-,-
20171109,-,-,-,15916,0,1008,0,1851,0,493,2080,0,285,3655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15916,-,-,-,-,-,-,-,-
20171110,-,-,-,15540,0,1032,0,2496,0,1237,2073,0,460,3161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15540,-,-,-,-,-,-,-,-
20171111,-,-,-,16625,0,1001,0,2374,0,1648,2616,0,298,2892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16625,-,-,-,-,-,-,-,-
20171112,-,-,-,19212,0,1505,0,2704,0,1400,2001,0,668,3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19212,-,-,-,-,-,-,-,-
20171113,-,-,-,16247,0,1076,302,3040,0,1583,1919,0,193,2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16247,-,-,-,-,-,-,-,-
20171114,-,-,-,14174,0,517,1337,2142,0,754,1757,0,166,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14174,-,-,-,-,-,-,-,-
