計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,２階書斎１階座敷エアコン,1階200V,未使用,未使用,キッチンTVコンセント,2階寝室エアコン照明,未使用,仏間玄関冷蔵庫照明,キッチンエアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,15792,0,0,0,0,0,5381,6622,0,3224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15792,-,-,-,-,-,-,-,-
20180202,-,-,-,21219,0,0,0,0,0,5569,10010,0,5146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21219,-,-,-,-,-,-,-,-
20180203,-,-,-,16934,0,0,0,0,0,5544,7722,0,3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16934,-,-,-,-,-,-,-,-
20180204,-,-,-,23979,0,0,0,0,0,5018,11477,0,6283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23979,-,-,-,-,-,-,-,-
20180205,-,-,-,27634,0,0,0,0,0,5018,15534,0,6019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27634,-,-,-,-,-,-,-,-
20180206,-,-,-,21725,0,0,0,0,0,4767,13983,0,1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21725,-,-,-,-,-,-,-,-
20180207,-,-,-,25695,0,0,0,0,0,5747,15511,0,3792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25695,-,-,-,-,-,-,-,-
20180208,-,-,-,20857,0,0,0,0,0,5858,10730,0,3408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20857,-,-,-,-,-,-,-,-
20180209,-,-,-,20856,0,0,0,0,0,5932,10467,0,3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20856,-,-,-,-,-,-,-,-
20180210,-,-,-,24777,0,0,0,0,0,6397,9543,0,7848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24777,-,-,-,-,-,-,-,-
20180211,-,-,-,21137,0,0,0,0,0,5789,10654,0,4176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21137,-,-,-,-,-,-,-,-
20180212,-,-,-,29763,0,0,0,0,0,5718,14137,0,8987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29763,-,-,-,-,-,-,-,-
20180213,-,-,-,23061,0,0,0,0,0,6262,12206,0,3877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23061,-,-,-,-,-,-,-,-
20180214,-,-,-,18879,0,0,0,0,0,5460,8827,0,4219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18879,-,-,-,-,-,-,-,-
20180215,-,-,-,19507,0,0,0,0,0,4715,6170,0,7065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19507,-,-,-,-,-,-,-,-
20180216,-,-,-,25984,0,0,0,0,0,5769,10550,0,8899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25984,-,-,-,-,-,-,-,-
20180217,-,-,-,18129,0,0,0,0,0,5658,9876,0,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18129,-,-,-,-,-,-,-,-
20180218,-,-,-,16225,0,0,0,0,0,6633,7408,0,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16225,-,-,-,-,-,-,-,-
20180219,-,-,-,20718,0,0,0,0,0,5456,6883,0,7483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20718,-,-,-,-,-,-,-,-
20180220,-,-,-,13260,0,0,0,0,0,4513,7549,0,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13260,-,-,-,-,-,-,-,-
20180221,-,-,-,12598,0,0,0,0,0,5526,5028,0,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12598,-,-,-,-,-,-,-,-
20180222,-,-,-,13214,0,0,0,0,0,5118,6995,0,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13214,-,-,-,-,-,-,-,-
20180223,-,-,-,17428,0,0,0,0,0,5828,9027,0,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17428,-,-,-,-,-,-,-,-
20180224,-,-,-,14002,0,0,0,0,0,5587,5860,0,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14002,-,-,-,-,-,-,-,-
20180225,-,-,-,24939,0,0,0,0,0,6220,8967,0,8600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24939,-,-,-,-,-,-,-,-
20180226,-,-,-,11395,0,0,0,0,0,5434,4353,0,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11395,-,-,-,-,-,-,-,-
20180227,-,-,-,12182,0,0,0,0,0,5321,4817,0,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12182,-,-,-,-,-,-,-,-
20180228,-,-,-,20965,0,0,0,0,0,5675,6579,0,6734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20965,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
