計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,特定1,特定2,特定3,特定4,キッチン・冷蔵庫、テレビ,リビング廊下・照明,未使用,照明・洋室,照明・トイレ,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171001,-,-,-,4970,0,0,0,0,0,4613,1,0,8,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4970,-,-,-,-,-,-,-,-
20171002,-,-,-,7709,0,0,0,0,0,6863,473,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7709,-,-,-,-,-,-,-,-
20171003,-,-,-,9842,0,0,0,0,0,8249,1445,0,10,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9842,-,-,-,-,-,-,-,-
20171004,-,-,-,9252,0,0,0,0,0,8775,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9252,-,-,-,-,-,-,-,-
20171005,-,-,-,6876,0,0,0,0,0,6428,0,0,4,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6876,-,-,-,-,-,-,-,-
20171006,-,-,-,5505,0,0,0,0,0,5515,0,0,179,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5505,-,-,-,-,-,-,-,-
20171007,-,-,-,6145,0,0,0,0,0,4659,1429,0,323,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6145,-,-,-,-,-,-,-,-
20171008,-,-,-,6194,0,0,0,0,0,4320,2116,0,250,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6194,-,-,-,-,-,-,-,-
20171009,-,-,-,6444,0,0,0,0,0,6052,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6444,-,-,-,-,-,-,-,-
20171010,-,-,-,6077,0,0,0,0,0,5350,512,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6077,-,-,-,-,-,-,-,-
