計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,主寝室エアコン・食洗機,リビングTV1・2,リビング照明,冷蔵庫,妹部屋エアコン,未使用,息子部屋エアコン,洗濯機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,13454,0,3168,0,4184,450,1971,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13454,-,-,-,-,-,-,-,-
20171202,-,-,-,17657,0,318,0,8783,424,2661,993,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17657,-,-,-,-,-,-,-,-
20171203,-,-,-,15858,0,0,0,7732,447,2298,1163,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15858,-,-,-,-,-,-,-,-
20171204,-,-,-,12141,0,0,0,5003,400,2063,463,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12141,-,-,-,-,-,-,-,-
20171205,-,-,-,14893,0,0,0,5421,209,2095,2229,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14893,-,-,-,-,-,-,-,-
20171206,-,-,-,14751,0,1223,0,5341,420,2306,943,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14751,-,-,-,-,-,-,-,-
20171207,-,-,-,18246,0,1343,0,6436,443,2237,1440,0,2427,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18246,-,-,-,-,-,-,-,-
20171208,-,-,-,16294,0,2337,0,5497,346,2045,535,0,1629,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16294,-,-,-,-,-,-,-,-
20171209,-,-,-,18167,0,1522,0,7413,732,2306,1108,0,814,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18167,-,-,-,-,-,-,-,-
20171210,-,-,-,19169,0,0,0,8057,864,2603,2960,0,170,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19169,-,-,-,-,-,-,-,-
20171211,-,-,-,19074,0,2779,0,5310,397,2027,778,0,3501,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19074,-,-,-,-,-,-,-,-
20171212,-,-,-,20626,0,1549,0,5077,494,2229,4770,0,1614,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20626,-,-,-,-,-,-,-,-
