計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,冷蔵庫、レンジ、洗濯機,リビング・照明　エアコン,未使用,未使用,エアコン・和室,エアコン・２階,未使用,２階　洋室　照明,専用コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,17424,0,1836,6679,0,0,0,0,0,0,8754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17424,-,-,-,-,-,-,-,-
20180102,-,-,-,17305,0,1862,7471,0,0,0,0,0,6,7788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17305,-,-,-,-,-,-,-,-
20180103,-,-,-,7977,0,1700,6145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7977,-,-,-,-,-,-,-,-
20180104,-,-,-,11076,0,2134,6381,0,0,0,0,0,0,2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11076,-,-,-,-,-,-,-,-
20180105,-,-,-,23967,0,1702,5867,0,0,0,0,0,0,16375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23967,-,-,-,-,-,-,-,-
20180106,-,-,-,21551,0,1945,6118,0,0,0,0,0,2,13401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21551,-,-,-,-,-,-,-,-
20180107,-,-,-,24486,0,2337,6509,0,0,0,0,0,0,15500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24486,-,-,-,-,-,-,-,-
20180108,-,-,-,19154,0,1777,5957,0,0,0,0,0,0,11257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19154,-,-,-,-,-,-,-,-
20180109,-,-,-,26916,0,2175,6039,0,0,0,0,0,2,18565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26916,-,-,-,-,-,-,-,-
20180110,-,-,-,24887,0,1882,5952,0,0,0,0,0,0,16909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24887,-,-,-,-,-,-,-,-
20180111,-,-,-,29674,0,2312,6500,0,0,4668,0,0,5,16023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29674,-,-,-,-,-,-,-,-
