計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングTV・照明,冷蔵庫,リビングAC・2階AC1,2階エアコン2,電子レンジ・炊飯器,主寝室エアコン,未使用,浴室照明,洗濯機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,7954,0,1403,2769,0,0,1014,0,0,1589,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7954,-,-,-,-,-,-,-,-
20180502,-,-,-,8608,0,1759,2954,0,0,762,0,0,1569,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8608,-,-,-,-,-,-,-,-
20180503,-,-,-,9003,0,2038,2903,0,0,719,0,0,1607,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9003,-,-,-,-,-,-,-,-
20180504,-,-,-,8981,0,2139,2474,0,0,811,0,0,1578,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8981,-,-,-,-,-,-,-,-
20180505,-,-,-,6171,0,333,2056,0,0,295,0,0,1538,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6171,-,-,-,-,-,-,-,-
20180506,-,-,-,5906,0,720,1906,0,0,54,0,0,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5906,-,-,-,-,-,-,-,-
20180507,-,-,-,8987,0,1838,2723,0,345,526,0,0,1619,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8987,-,-,-,-,-,-,-,-
20180508,-,-,-,9075,0,2123,2706,0,0,725,0,0,1571,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9075,-,-,-,-,-,-,-,-
20180509,-,-,-,8028,0,1054,2459,0,0,304,0,0,1762,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8028,-,-,-,-,-,-,-,-
20180510,-,-,-,7667,0,1282,2068,0,0,611,0,0,1679,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7667,-,-,-,-,-,-,-,-
20180511,-,-,-,8312,0,1484,2379,0,0,687,0,0,1578,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8312,-,-,-,-,-,-,-,-
20180512,-,-,-,7395,0,1255,2515,0,0,752,0,0,1547,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7395,-,-,-,-,-,-,-,-
20180513,-,-,-,8482,0,2494,3420,0,0,95,0,0,1481,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8482,-,-,-,-,-,-,-,-
20180514,-,-,-,9615,0,2725,3331,0,0,446,0,0,1581,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9615,-,-,-,-,-,-,-,-
20180515,-,-,-,8717,0,2867,2901,0,0,437,0,0,1535,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8717,-,-,-,-,-,-,-,-
20180516,-,-,-,7863,0,1456,3086,0,0,593,0,0,1458,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7863,-,-,-,-,-,-,-,-
20180517,-,-,-,8314,0,1127,3744,0,0,470,0,0,1512,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8314,-,-,-,-,-,-,-,-
20180518,-,-,-,6867,0,886,2794,0,0,406,0,0,1472,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6867,-,-,-,-,-,-,-,-
20180519,-,-,-,7943,0,1808,3107,0,0,147,0,0,1539,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7943,-,-,-,-,-,-,-,-
20180520,-,-,-,9214,0,2984,2867,0,0,59,0,0,1624,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9214,-,-,-,-,-,-,-,-
20180521,-,-,-,9226,0,3110,3171,0,0,100,0,0,1631,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9226,-,-,-,-,-,-,-,-
20180522,-,-,-,8071,0,2320,2404,0,0,150,0,0,1709,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8071,-,-,-,-,-,-,-,-
20180523,-,-,-,9234,0,2981,2690,0,0,415,0,0,1572,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9234,-,-,-,-,-,-,-,-
20180524,-,-,-,8613,0,2758,3035,0,0,245,0,0,1572,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8613,-,-,-,-,-,-,-,-
20180525,-,-,-,8155,0,2849,2702,0,0,230,0,0,1452,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8155,-,-,-,-,-,-,-,-
20180526,-,-,-,9174,0,3086,3346,0,0,52,0,0,1480,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9174,-,-,-,-,-,-,-,-
20180527,-,-,-,8189,0,1630,3482,0,0,349,0,0,1551,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8189,-,-,-,-,-,-,-,-
20180528,-,-,-,8907,0,2049,3303,0,0,470,0,0,1513,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8907,-,-,-,-,-,-,-,-
20180529,-,-,-,8430,0,1718,3449,0,0,272,0,0,1584,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8430,-,-,-,-,-,-,-,-
20180530,-,-,-,6923,0,1030,3169,0,0,105,0,0,1508,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6923,-,-,-,-,-,-,-,-
20180531,-,-,-,8398,0,1316,3845,0,0,224,0,0,1625,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8398,-,-,-,-,-,-,-,-
