計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングエアコン,IH,エコキュート,奥様寝室エアコン,冷蔵庫,リビングTV・照明,未使用,食洗機,洗濯機,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171201,-,-,-,46251,0,6937,1795,8183,0,5806,6954,0,2541,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46251,-,-,-,-,-,-,-,-
20171202,-,-,-,61308,0,8870,2566,11328,2760,5975,13303,0,1691,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61308,-,-,-,-,-,-,-,-
20171203,-,-,-,42138,0,7729,2180,6620,3427,6129,3104,0,2547,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42138,-,-,-,-,-,-,-,-
20171204,-,-,-,53551,0,5394,2850,9523,5787,5954,6952,0,1117,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53551,-,-,-,-,-,-,-,-
20171205,-,-,-,57545,0,7862,2587,10849,5750,5900,6015,0,2225,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57545,-,-,-,-,-,-,-,-
20171206,-,-,-,52496,0,9344,2513,11344,5781,5683,1741,0,1476,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52496,-,-,-,-,-,-,-,-
20171207,-,-,-,56756,0,9150,2826,12101,4783,5934,6879,0,1159,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56756,-,-,-,-,-,-,-,-
20171208,-,-,-,54739,0,9608,2534,7521,6861,5654,3298,0,2565,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54739,-,-,-,-,-,-,-,-
20171209,-,-,-,53829,0,12378,1144,9025,2066,5694,9040,0,918,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53829,-,-,-,-,-,-,-,-
20171210,-,-,-,62590,0,12522,2222,9960,1743,5924,11432,0,1728,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62590,-,-,-,-,-,-,-,-
20171211,-,-,-,55270,0,9166,1872,9483,6605,5754,5138,0,1569,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55270,-,-,-,-,-,-,-,-
20171212,-,-,-,69184,0,10956,3102,12977,4582,5650,7670,0,2033,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69184,-,-,-,-,-,-,-,-
20171213,-,-,-,69790,0,12498,2472,15983,5571,5863,6120,0,1574,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69790,-,-,-,-,-,-,-,-
20171214,-,-,-,58551,0,13100,1808,12968,6078,5793,2899,0,2012,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58551,-,-,-,-,-,-,-,-
