計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,寝室（洋室）AC,冷蔵庫・電子レンジ,未使用,LDK・台所・電灯コンセ,洗面所・玄関・WC・洗濯,未使用,洋室・電灯コンセント,洋室AC,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,4581,0,56,14,3088,0,843,320,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4581,-,-,-,-,-,-,-,-
20180502,-,-,-,5843,0,0,0,3336,0,1300,353,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5843,-,-,-,-,-,-,-,-
20180503,-,-,-,4125,0,0,0,2933,0,287,360,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4125,-,-,-,-,-,-,-,-
20180504,-,-,-,7867,0,0,0,4318,0,1682,945,0,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7867,-,-,-,-,-,-,-,-
20180505,-,-,-,5594,0,0,0,3797,0,347,831,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5594,-,-,-,-,-,-,-,-
20180506,-,-,-,6288,0,0,0,3200,0,1810,377,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6288,-,-,-,-,-,-,-,-
20180507,-,-,-,5961,0,0,0,3392,0,1559,431,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5961,-,-,-,-,-,-,-,-
20180508,-,-,-,7147,0,0,0,2963,0,1329,2174,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7147,-,-,-,-,-,-,-,-
20180509,-,-,-,7959,0,0,0,3522,0,1129,2625,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7959,-,-,-,-,-,-,-,-
20180510,-,-,-,5016,0,0,0,3371,0,792,445,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5016,-,-,-,-,-,-,-,-
20180511,-,-,-,4665,0,0,39,3230,0,612,314,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4665,-,-,-,-,-,-,-,-
20180512,-,-,-,4526,0,0,103,3100,0,158,574,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4526,-,-,-,-,-,-,-,-
20180513,-,-,-,6653,0,1081,16,2761,0,1550,426,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6653,-,-,-,-,-,-,-,-
20180514,-,-,-,7659,0,2109,267,2936,0,1270,442,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7659,-,-,-,-,-,-,-,-
20180515,-,-,-,8532,0,1907,443,3387,0,500,1315,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8532,-,-,-,-,-,-,-,-
20180516,-,-,-,9098,0,3318,514,3179,0,679,287,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9098,-,-,-,-,-,-,-,-
20180517,-,-,-,11100,0,3946,90,3666,0,1145,1565,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11100,-,-,-,-,-,-,-,-
20180518,-,-,-,7257,0,2570,52,3241,0,515,206,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7257,-,-,-,-,-,-,-,-
20180519,-,-,-,6226,0,0,0,3443,0,1859,363,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6226,-,-,-,-,-,-,-,-
20180520,-,-,-,5675,0,0,0,3202,0,548,1537,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,-,-,-,-,-,-,-,-
20180521,-,-,-,9274,0,2597,0,3503,0,1484,1040,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9274,-,-,-,-,-,-,-,-
20180522,-,-,-,7205,0,1267,253,3291,0,187,1353,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7205,-,-,-,-,-,-,-,-
20180523,-,-,-,6345,0,854,25,3211,0,1197,426,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6345,-,-,-,-,-,-,-,-
20180524,-,-,-,6887,0,885,54,3353,0,1890,259,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6887,-,-,-,-,-,-,-,-
20180525,-,-,-,8258,0,2807,0,3171,0,1278,455,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8258,-,-,-,-,-,-,-,-
20180526,-,-,-,9894,0,3127,0,3557,0,756,1415,0,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9894,-,-,-,-,-,-,-,-
20180527,-,-,-,7840,0,1135,0,3395,0,1015,1635,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7840,-,-,-,-,-,-,-,-
20180528,-,-,-,8500,0,1571,0,3653,0,2191,315,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,-,-,-,-,-,-,-,-
20180529,-,-,-,7215,0,2238,0,3048,0,182,1193,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7215,-,-,-,-,-,-,-,-
20180530,-,-,-,10214,0,4377,0,3262,0,814,951,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10214,-,-,-,-,-,-,-,-
20180531,-,-,-,5114,0,898,0,3032,0,247,308,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5114,-,-,-,-,-,-,-,-
