計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビングAC,寝室（洋室）AC,冷蔵庫・電子レンジ,未使用,LDK・台所・電灯コンセ,洗面所・玄関・WC・洗濯,未使用,洋室・電灯コンセント,洋室AC,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,15747,0,7371,1355,2233,0,261,551,0,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15747,-,-,-,-,-,-,-,-
20180102,-,-,-,17828,0,7799,966,3152,0,1549,642,0,2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17828,-,-,-,-,-,-,-,-
20180103,-,-,-,15485,0,252,2365,3151,0,2859,615,0,3459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15485,-,-,-,-,-,-,-,-
20180104,-,-,-,17893,0,3820,1950,2668,0,2358,2489,0,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17893,-,-,-,-,-,-,-,-
20180105,-,-,-,12807,0,2429,887,3259,0,1464,2300,0,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12807,-,-,-,-,-,-,-,-
20180106,-,-,-,11296,0,3376,1022,2847,0,789,570,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11296,-,-,-,-,-,-,-,-
20180107,-,-,-,13156,0,1730,2305,2821,0,1095,692,0,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13156,-,-,-,-,-,-,-,-
20180108,-,-,-,10118,0,3031,0,2779,0,1115,731,0,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10118,-,-,-,-,-,-,-,-
20180109,-,-,-,20116,0,6062,850,3409,0,1901,3324,0,3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20116,-,-,-,-,-,-,-,-
20180110,-,-,-,22223,0,7731,1818,2870,0,1951,2099,0,3398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22223,-,-,-,-,-,-,-,-
20180111,-,-,-,26652,0,13431,506,3277,0,1504,2433,0,4515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26652,-,-,-,-,-,-,-,-
20180112,-,-,-,28691,0,10495,2208,3763,0,2537,2417,0,4675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28691,-,-,-,-,-,-,-,-
20180113,-,-,-,20338,0,3547,3452,3040,0,1044,1869,0,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20338,-,-,-,-,-,-,-,-
20180114,-,-,-,15002,0,3684,1553,2921,0,1619,661,0,2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15002,-,-,-,-,-,-,-,-
20180115,-,-,-,21618,0,9610,2281,2916,0,376,2169,0,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21618,-,-,-,-,-,-,-,-
20180116,-,-,-,11562,0,4032,487,2992,0,1574,660,0,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11562,-,-,-,-,-,-,-,-
20180117,-,-,-,9285,0,423,942,3299,0,1408,645,0,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9285,-,-,-,-,-,-,-,-
20180118,-,-,-,11395,0,3225,385,2947,0,1018,2045,0,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11395,-,-,-,-,-,-,-,-
20180119,-,-,-,10875,0,2401,471,2682,0,1518,799,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10875,-,-,-,-,-,-,-,-
20180120,-,-,-,14841,0,2036,2547,3510,0,1594,731,0,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14841,-,-,-,-,-,-,-,-
20180121,-,-,-,19999,0,3653,2501,3834,0,2610,1776,0,2596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19999,-,-,-,-,-,-,-,-
20180122,-,-,-,16569,0,4780,2648,2838,0,798,590,0,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16569,-,-,-,-,-,-,-,-
20180123,-,-,-,18144,0,6135,2207,3407,0,1282,604,0,1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18144,-,-,-,-,-,-,-,-
20180124,-,-,-,28550,0,11936,3543,3080,0,1573,751,0,3545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28550,-,-,-,-,-,-,-,-
20180125,-,-,-,19591,0,9543,1603,2894,0,807,645,0,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19591,-,-,-,-,-,-,-,-
20180126,-,-,-,26697,0,13098,2903,2699,0,584,622,0,3304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26697,-,-,-,-,-,-,-,-
20180127,-,-,-,26583,0,9482,2787,2934,0,2198,2900,0,2855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26583,-,-,-,-,-,-,-,-
20180128,-,-,-,19100,0,5447,2653,2936,0,1323,692,0,2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19100,-,-,-,-,-,-,-,-
20180129,-,-,-,22147,0,9881,1829,3217,0,1658,689,0,2538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22147,-,-,-,-,-,-,-,-
20180130,-,-,-,20465,0,9305,1938,2658,0,782,1108,0,2238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20465,-,-,-,-,-,-,-,-
20180131,-,-,-,23279,0,13251,1002,3114,0,1118,788,0,2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23279,-,-,-,-,-,-,-,-
