計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,リビング・照明テレビ,エアコン・リビング,電子レンジ・キッチン,エアコン・和室１,冷蔵庫　洗濯機,廊下和室、照明　,未使用,ベルトランス,エアコン・和室２,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,12254,0,2438,0,1911,0,4498,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12254,-,-,-,-,-,-,-,-
20171102,-,-,-,15091,0,3041,0,1867,0,5202,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15091,-,-,-,-,-,-,-,-
20171103,-,-,-,18373,0,2424,0,2876,0,5635,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18373,-,-,-,-,-,-,-,-
20171104,-,-,-,18039,0,3576,1246,1956,0,4506,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18039,-,-,-,-,-,-,-,-
20171105,-,-,-,13771,0,2818,0,794,0,4641,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13771,-,-,-,-,-,-,-,-
20171106,-,-,-,15374,0,2781,0,1620,0,5284,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15374,-,-,-,-,-,-,-,-
20171107,-,-,-,14147,0,2087,0,2394,0,4864,1993,0,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14147,-,-,-,-,-,-,-,-
20171108,-,-,-,14892,0,3021,0,1568,0,4710,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14892,-,-,-,-,-,-,-,-
20171109,-,-,-,15116,0,2905,0,1512,0,4843,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15116,-,-,-,-,-,-,-,-
20171110,-,-,-,13569,0,3213,0,1510,0,5231,1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13569,-,-,-,-,-,-,-,-
20171111,-,-,-,13437,0,2396,0,2087,0,4696,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13437,-,-,-,-,-,-,-,-
20171112,-,-,-,13518,0,3512,0,1478,0,5653,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13518,-,-,-,-,-,-,-,-
20171113,-,-,-,18139,0,3048,1604,1542,0,5904,1857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18139,-,-,-,-,-,-,-,-
20171114,-,-,-,13571,0,2729,0,1674,0,5642,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13571,-,-,-,-,-,-,-,-
20171115,-,-,-,16472,0,3467,0,1866,0,4938,1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16472,-,-,-,-,-,-,-,-
20171116,-,-,-,14956,0,3237,0,1482,0,6485,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14956,-,-,-,-,-,-,-,-
20171117,-,-,-,23523,0,3062,2315,1881,0,6374,2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23523,-,-,-,-,-,-,-,-
20171118,-,-,-,19265,0,2597,0,1784,0,6191,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19265,-,-,-,-,-,-,-,-
20171119,-,-,-,27035,0,3398,3800,1270,0,6631,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27035,-,-,-,-,-,-,-,-
20171120,-,-,-,19299,0,2888,0,1887,0,6793,2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19299,-,-,-,-,-,-,-,-
20171121,-,-,-,22530,0,3114,0,1720,0,8554,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22530,-,-,-,-,-,-,-,-
20171122,-,-,-,26021,0,2891,2243,1388,0,6742,1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26021,-,-,-,-,-,-,-,-
20171123,-,-,-,19909,0,3701,718,0,0,7338,2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19909,-,-,-,-,-,-,-,-
20171124,-,-,-,20414,0,2647,0,1780,0,6826,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20414,-,-,-,-,-,-,-,-
20171125,-,-,-,26634,0,3050,2837,2177,0,7197,3134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26634,-,-,-,-,-,-,-,-
20171126,-,-,-,35980,0,2722,2155,1050,6363,6823,2391,0,0,4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35980,-,-,-,-,-,-,-,-
20171127,-,-,-,21413,0,3070,0,1817,0,7584,1909,0,0,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21413,-,-,-,-,-,-,-,-
20171128,-,-,-,16186,0,2655,0,1748,0,8911,1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16186,-,-,-,-,-,-,-,-
20171129,-,-,-,19226,0,2602,0,2540,0,7363,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19226,-,-,-,-,-,-,-,-
20171130,-,-,-,20735,0,2697,0,1879,0,6372,2131,0,0,1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20735,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
