計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチン・冷蔵庫レンジ,照明・リビング,未使用,未使用,エアコン・洋室,エアコン・和室１,未使用,エアコン・和室２,エアコン・ダイニング,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,15220,0,715,6913,0,0,138,6160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15220,-,-,-,-,-,-,-,-
20171102,-,-,-,12527,0,601,7360,0,0,125,3067,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12527,-,-,-,-,-,-,-,-
20171103,-,-,-,9831,0,334,4781,0,0,132,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9831,-,-,-,-,-,-,-,-
20171104,-,-,-,14496,0,326,9118,0,0,206,3569,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14496,-,-,-,-,-,-,-,-
20171105,-,-,-,14683,0,168,8848,0,0,222,4105,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14683,-,-,-,-,-,-,-,-
20171106,-,-,-,14671,0,1113,7981,0,0,567,3478,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14671,-,-,-,-,-,-,-,-
20171107,-,-,-,15053,0,535,10103,0,0,155,3110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15053,-,-,-,-,-,-,-,-
20171108,-,-,-,12069,0,975,6646,0,0,151,3034,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12069,-,-,-,-,-,-,-,-
20171109,-,-,-,14079,0,1114,8547,0,0,195,3094,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14079,-,-,-,-,-,-,-,-
20171110,-,-,-,11312,0,502,6039,0,0,224,3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11312,-,-,-,-,-,-,-,-
20171111,-,-,-,14312,0,689,8671,0,0,357,3309,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14312,-,-,-,-,-,-,-,-
20171112,-,-,-,12375,0,744,6484,0,0,439,3379,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12375,-,-,-,-,-,-,-,-
20171113,-,-,-,14850,0,1078,8042,0,0,126,4355,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14850,-,-,-,-,-,-,-,-
20171114,-,-,-,10013,0,366,8488,0,0,43,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10013,-,-,-,-,-,-,-,-
