計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,LB AC TV 洗濯機,主寝室AC,冷蔵庫,リビング照明,洋室①　AC,食器乾燥機　レンジ,未使用,洋室②　AC,洋室②　照明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,22951,0,6065,0,1010,252,5550,2252,0,0,5170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22951,-,-,-,-,-,-,-,-
20171102,-,-,-,21211,0,5994,0,1068,205,5257,2161,0,0,4775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21211,-,-,-,-,-,-,-,-
20171103,-,-,-,22220,0,5946,0,1056,203,6332,1762,0,0,5298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22220,-,-,-,-,-,-,-,-
20171104,-,-,-,30699,0,9035,0,890,295,7010,2639,0,1002,6264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30699,-,-,-,-,-,-,-,-
20171105,-,-,-,26226,0,7927,0,903,297,6091,1170,0,1250,4054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26226,-,-,-,-,-,-,-,-
20171106,-,-,-,23174,0,7975,0,1011,272,4648,1884,0,36,4437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23174,-,-,-,-,-,-,-,-
20171107,-,-,-,21135,0,7481,0,972,196,4038,1362,0,0,4202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21135,-,-,-,-,-,-,-,-
20171108,-,-,-,20150,0,4990,0,1001,53,3953,1711,0,473,5280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20150,-,-,-,-,-,-,-,-
20171109,-,-,-,22817,0,5708,0,873,277,3816,2257,0,926,5912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22817,-,-,-,-,-,-,-,-
20171110,-,-,-,23653,0,8315,0,1198,182,4368,1826,0,0,4888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23653,-,-,-,-,-,-,-,-
20171111,-,-,-,20657,0,6403,0,990,216,4762,1248,0,11,4544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20657,-,-,-,-,-,-,-,-
20171112,-,-,-,31484,0,7920,0,946,316,4976,2635,0,1972,5786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31484,-,-,-,-,-,-,-,-
20171113,-,-,-,28834,0,6818,0,772,237,4071,1993,0,2917,4624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28834,-,-,-,-,-,-,-,-
20171114,-,-,-,31958,0,8042,0,940,345,4120,1765,0,4455,5180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31958,-,-,-,-,-,-,-,-
20171115,-,-,-,32007,0,6854,1296,967,327,3954,2816,0,3675,5931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32007,-,-,-,-,-,-,-,-
