計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,レンジTV食洗機洗濯機,エアコン・主寝室,エアコン・和室,冷蔵庫・キッチン,照明・主寝室,エアコン・キッチン,未使用,エアコン・リビング,離れエアコン,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20171101,-,-,-,6406,0,3919,0,0,762,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6406,-,-,-,-,-,-,-,-
20171102,-,-,-,6540,0,4052,0,0,730,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6540,-,-,-,-,-,-,-,-
20171103,-,-,-,6557,0,3835,0,0,948,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6557,-,-,-,-,-,-,-,-
20171104,-,-,-,6082,0,3588,0,0,572,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6082,-,-,-,-,-,-,-,-
20171105,-,-,-,6382,0,3943,0,0,419,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6382,-,-,-,-,-,-,-,-
20171106,-,-,-,6906,0,3794,0,0,705,1171,0,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6906,-,-,-,-,-,-,-,-
20171107,-,-,-,7193,0,3876,0,0,490,1145,0,0,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7193,-,-,-,-,-,-,-,-
20171108,-,-,-,7110,0,3725,0,0,760,1097,0,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7110,-,-,-,-,-,-,-,-
20171109,-,-,-,7665,0,4302,0,0,876,1209,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7665,-,-,-,-,-,-,-,-
20171110,-,-,-,6510,0,4145,0,0,741,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6510,-,-,-,-,-,-,-,-
20171111,-,-,-,8634,0,3768,0,0,647,1133,0,0,2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8634,-,-,-,-,-,-,-,-
20171112,-,-,-,10990,0,3981,3492,0,408,1157,0,0,2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10990,-,-,-,-,-,-,-,-
20171113,-,-,-,11906,0,3784,1312,0,630,1194,1549,0,3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11906,-,-,-,-,-,-,-,-
20171114,-,-,-,7083,0,4210,617,0,843,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7083,-,-,-,-,-,-,-,-
20171115,-,-,-,11435,0,4242,2776,0,711,1133,3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11435,-,-,-,-,-,-,-,-
20171116,-,-,-,6518,0,2864,0,0,545,1032,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6518,-,-,-,-,-,-,-,-
20171117,-,-,-,8821,0,2994,3017,0,393,934,757,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8821,-,-,-,-,-,-,-,-
20171118,-,-,-,11647,0,4239,3675,0,690,951,3176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11647,-,-,-,-,-,-,-,-
20171119,-,-,-,16670,0,3915,9942,0,411,1642,2244,0,2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16670,-,-,-,-,-,-,-,-
20171120,-,-,-,16792,0,6089,5833,0,726,1062,2065,0,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16792,-,-,-,-,-,-,-,-
20171121,-,-,-,16555,0,6856,4907,0,561,1688,3659,0,583,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16555,-,-,-,-,-,-,-,-
20171122,-,-,-,16127,0,4948,5070,0,456,1825,5594,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16127,-,-,-,-,-,-,-,-
20171123,-,-,-,14233,0,6535,2580,0,908,2287,2575,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14233,-,-,-,-,-,-,-,-
20171124,-,-,-,14944,0,4910,6290,0,449,1707,4006,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14944,-,-,-,-,-,-,-,-
20171125,-,-,-,17423,0,4591,8022,0,671,1401,3327,0,1269,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17423,-,-,-,-,-,-,-,-
20171126,-,-,-,15596,0,4743,4139,0,503,1659,2714,0,502,2648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15596,-,-,-,-,-,-,-,-
20171127,-,-,-,13997,0,4883,3359,0,621,1765,1394,0,0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13997,-,-,-,-,-,-,-,-
20171128,-,-,-,12545,0,5851,3684,0,673,1436,1809,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12545,-,-,-,-,-,-,-,-
20171129,-,-,-,9614,0,4190,37,0,809,1583,700,0,0,1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9614,-,-,-,-,-,-,-,-
20171130,-,-,-,9841,0,5143,658,0,702,1588,1353,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9841,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
