計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,キッチンACコンセント,寝室AC 冷蔵庫 洗濯機,和室AC,未使用,電子レンジ,2F洋室1,未使用,2F洋室2,和室電灯コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180601,-,-,-,18397,0,4111,8784,0,0,213,272,0,0,4909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18397,-,-,-,-,-,-,-,-
20180602,-,-,-,18614,0,4544,7593,0,0,484,693,0,0,5280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18614,-,-,-,-,-,-,-,-
20180603,-,-,-,19019,0,4648,8184,0,0,76,458,0,0,5639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19019,-,-,-,-,-,-,-,-
20180604,-,-,-,19480,0,4862,7236,0,0,587,1403,0,0,5474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19480,-,-,-,-,-,-,-,-
20180605,-,-,-,17089,0,4514,7072,0,0,250,390,0,0,4825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17089,-,-,-,-,-,-,-,-
20180606,-,-,-,16987,0,4758,6784,0,0,92,298,0,0,5007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16987,-,-,-,-,-,-,-,-
20180607,-,-,-,17963,0,4499,7237,0,0,153,409,0,0,5640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17963,-,-,-,-,-,-,-,-
20180608,-,-,-,17874,0,4683,7075,0,0,88,746,0,0,5289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17874,-,-,-,-,-,-,-,-
20180609,-,-,-,19560,0,5451,7869,0,0,69,910,0,0,5325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19560,-,-,-,-,-,-,-,-
20180610,-,-,-,20117,0,5258,7585,0,0,186,1635,0,0,5535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20117,-,-,-,-,-,-,-,-
20180611,-,-,-,18978,0,4811,7887,0,0,327,281,0,0,5694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18978,-,-,-,-,-,-,-,-
