計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電,IHヒーター,エコキュート,ワンルームAC・200V,2F寝室AC,1R冷蔵庫・洗濯機・照明,未使用,1R・TV・2F寝室照明,居間照明・コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180401,-,-,-,8711,11322,16617,193,6315,0,0,7111,0,3567,2495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14006,-,-,-,-,-,-,-,-
20180402,-,-,-,8357,15255,19769,0,6557,0,0,6714,0,2964,2178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12871,-,-,-,-,-,-,-,-
20180403,-,-,-,7591,13941,19997,600,3653,0,0,6807,0,3751,1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13647,-,-,-,-,-,-,-,-
20180404,-,-,-,7836,10553,15315,386,6285,0,0,7212,0,1979,2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12598,-,-,-,-,-,-,-,-
20180405,-,-,-,8943,6826,10235,280,4394,0,0,7029,0,2437,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12352,-,-,-,-,-,-,-,-
20180406,-,-,-,13617,247,2381,101,5293,0,0,6898,0,5014,3135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15751,-,-,-,-,-,-,-,-
20180407,-,-,-,14291,8384,14060,241,6636,0,0,5974,0,6964,5638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19967,-,-,-,-,-,-,-,-
20180408,-,-,-,10520,12153,20765,370,7652,0,0,6332,0,8235,3269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19132,-,-,-,-,-,-,-,-
20180409,-,-,-,8779,10429,16074,677,7336,0,0,6719,0,3549,2770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14424,-,-,-,-,-,-,-,-
20180410,-,-,-,8498,15163,19720,182,6599,0,0,7299,0,2150,2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13055,-,-,-,-,-,-,-,-
20180411,-,-,-,10972,4613,10133,1022,5049,0,0,7345,0,5505,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16492,-,-,-,-,-,-,-,-
20180412,-,-,-,6702,16263,21111,227,6319,0,0,6643,0,1552,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11550,-,-,-,-,-,-,-,-
20180413,-,-,-,9085,17623,22037,296,6788,0,0,6632,0,3654,2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13499,-,-,-,-,-,-,-,-
20180414,-,-,-,13726,79,2059,314,4014,0,0,6991,0,6027,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15706,-,-,-,-,-,-,-,-
20180415,-,-,-,10468,4569,10938,583,5093,0,0,7003,0,6007,2767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16837,-,-,-,-,-,-,-,-
20180416,-,-,-,9985,13771,19479,252,7450,0,0,6978,0,5104,2212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15693,-,-,-,-,-,-,-,-
