計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,太陽光発電,IHヒーター,エコキュート,ワンルームAC・200V,2F寝室AC,1R冷蔵庫・洗濯機・照明,未使用,1R・TV・2F寝室照明,居間照明・コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180101,-,-,-,34992,662,8946,241,12025,17397,0,6861,0,10913,6127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43276,-,-,-,-,-,-,-,-
20180102,-,-,-,21773,4928,12130,459,9702,6873,0,6882,0,6591,6371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28975,-,-,-,-,-,-,-,-
20180103,-,-,-,24213,4665,11992,476,10853,8159,0,6856,0,6949,6046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31540,-,-,-,-,-,-,-,-
20180104,-,-,-,23586,2722,7963,508,10716,9056,0,6434,0,5130,5581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28827,-,-,-,-,-,-,-,-
20180105,-,-,-,23950,220,4406,186,7548,7686,0,6140,0,6608,5874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28136,-,-,-,-,-,-,-,-
20180106,-,-,-,17141,5426,10935,649,11163,1889,628,6194,0,6620,5151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22650,-,-,-,-,-,-,-,-
20180107,-,-,-,26883,327,4021,325,11471,7580,449,6312,0,7268,7009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30577,-,-,-,-,-,-,-,-
20180108,-,-,-,17683,60,1096,131,7558,0,954,7164,0,3472,5298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18719,-,-,-,-,-,-,-,-
20180109,-,-,-,30842,99,2395,135,9673,11103,0,7685,0,3796,5490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33138,-,-,-,-,-,-,-,-
20180110,-,-,-,31408,690,4135,600,11023,12458,0,7080,0,3337,6085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34853,-,-,-,-,-,-,-,-
20180111,-,-,-,31010,2271,6692,39,13055,13588,0,7085,0,4491,7551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35431,-,-,-,-,-,-,-,-
20180112,-,-,-,30594,6536,9960,85,13134,16236,0,6266,0,4814,5469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34018,-,-,-,-,-,-,-,-
20180113,-,-,-,32900,4414,10967,391,8272,13334,1273,6838,0,9130,6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39453,-,-,-,-,-,-,-,-
20180114,-,-,-,32326,144,7167,103,11847,8406,3102,6895,0,8553,5685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39349,-,-,-,-,-,-,-,-
20180115,-,-,-,26223,457,4505,84,8459,8074,331,6746,0,7752,5371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30271,-,-,-,-,-,-,-,-
20180116,-,-,-,18245,3525,7304,0,11800,4087,1781,6277,0,4825,4047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22024,-,-,-,-,-,-,-,-
20180117,-,-,-,15406,145,1208,1071,4544,452,0,6793,0,3299,3903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16469,-,-,-,-,-,-,-,-
20180118,-,-,-,14565,4750,7239,0,8824,1744,0,6245,0,4351,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17054,-,-,-,-,-,-,-,-
