計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IHクッキングヒーター,2F　東寝室AC,エコキュート,和室AC,2F　西AC,冷蔵庫　洗濯機,未使用,四畳半洋室AC,2F　電灯　コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180301,-,-,-,32796,0,4632,0,12564,0,0,4178,0,0,2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32796,-,-,901,-,-,-,-,-
20180302,-,-,-,30163,0,3733,0,12470,0,0,3790,0,0,2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30163,-,-,433,-,-,-,-,-
20180303,-,-,-,35785,0,3263,0,13437,0,0,4868,0,0,1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35785,-,-,1360,-,-,-,-,-
20180304,-,-,-,27767,0,2101,0,10547,0,0,4463,0,0,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27767,-,-,852,-,-,-,-,-
20180305,-,-,-,28765,0,2761,0,10053,0,0,4872,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28765,-,-,455,-,-,-,-,-
20180306,-,-,-,23719,0,2027,0,9721,0,0,4134,0,0,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23719,-,-,586,-,-,-,-,-
20180307,-,-,-,24092,0,3132,0,9988,0,0,3962,0,0,2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24092,-,-,649,-,-,-,-,-
20180308,-,-,-,18473,0,1978,0,4305,0,0,3998,0,0,3320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18473,-,-,370,-,-,-,-,-
20180309,-,-,-,25638,0,3417,0,10052,0,0,4192,0,0,2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25638,-,-,884,-,-,-,-,-
20180310,-,-,-,32462,0,3302,0,13737,0,0,4546,0,0,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32462,-,-,645,-,-,-,-,-
20180311,-,-,-,33792,0,1509,0,15439,0,0,5324,0,0,2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33792,-,-,1319,-,-,-,-,-
20180312,-,-,-,29990,0,4372,0,12480,0,0,4404,0,0,2358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29990,-,-,580,-,-,-,-,-
20180313,-,-,-,28683,0,2965,0,9373,0,0,5299,0,0,2217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28683,-,-,1189,-,-,-,-,-
