計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IHクッキングヒーター,2F　東寝室AC,エコキュート,和室AC,2F　西AC,冷蔵庫　洗濯機,未使用,四畳半洋室AC,2F　電灯　コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180201,-,-,-,33217,0,1528,0,6791,0,0,4670,0,0,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33217,-,-,1059,-,-,-,-,-
20180202,-,-,-,36386,0,1440,0,8742,0,0,5049,0,0,2711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36386,-,-,993,-,-,-,-,-
20180203,-,-,-,42758,0,1983,0,10495,0,0,4885,0,0,1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42758,-,-,1152,-,-,-,-,-
20180204,-,-,-,40902,0,1347,0,10336,0,0,4867,0,0,2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40902,-,-,1060,-,-,-,-,-
20180205,-,-,-,36637,0,1303,0,9741,0,0,4228,0,0,2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36637,-,-,960,-,-,-,-,-
20180206,-,-,-,33050,0,1631,0,7267,0,0,4468,0,0,2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33050,-,-,1012,-,-,-,-,-
20180207,-,-,-,38490,0,2575,0,8818,0,0,4419,0,0,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38490,-,-,935,-,-,-,-,-
20180208,-,-,-,36350,0,2515,0,8086,0,0,4365,0,0,2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36350,-,-,572,-,-,-,-,-
20180209,-,-,-,39083,0,1867,0,9806,0,0,4510,0,0,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39083,-,-,896,-,-,-,-,-
20180210,-,-,-,30304,0,1722,0,5667,0,0,4173,0,0,2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30304,-,-,722,-,-,-,-,-
