計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IHクッキングヒーター,2F　東寝室AC,エコキュート,和室AC,2F　西AC,冷蔵庫　洗濯機,未使用,四畳半洋室AC,2F　電灯　コンセント,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
20180501,-,-,-,24836,0,2523,0,7716,0,0,5335,0,0,1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24836,-,-,696,-,-,-,-,-
20180502,-,-,-,25564,0,2429,0,6748,0,0,5877,0,0,3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25564,-,-,753,-,-,-,-,-
20180503,-,-,-,19323,0,2586,0,2893,0,0,4682,0,0,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19323,-,-,488,-,-,-,-,-
20180504,-,-,-,23250,0,2017,0,6181,0,0,4834,0,0,2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23250,-,-,742,-,-,-,-,-
20180505,-,-,-,26036,0,2117,0,7265,0,0,5082,0,0,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26036,-,-,594,-,-,-,-,-
20180506,-,-,-,29340,0,3018,0,9521,0,0,4944,0,0,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29340,-,-,1094,-,-,-,-,-
20180507,-,-,-,26888,0,2060,0,6774,0,0,4922,0,0,2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26888,-,-,1217,-,-,-,-,-
20180508,-,-,-,22555,0,1553,0,6439,0,0,4602,0,0,2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22555,-,-,590,-,-,-,-,-
20180509,-,-,-,24970,0,3413,0,7002,0,0,4580,0,0,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24970,-,-,813,-,-,-,-,-
20180510,-,-,-,23589,0,1696,0,8194,0,0,4511,0,0,1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23589,-,-,778,-,-,-,-,-
20180511,-,-,-,23846,0,2987,0,7175,0,0,4563,0,0,2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23846,-,-,617,-,-,-,-,-
20180512,-,-,-,22081,0,939,0,7884,0,0,4866,0,0,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22081,-,-,351,-,-,-,-,-
20180513,-,-,-,18304,0,1077,0,4186,0,0,4276,0,0,1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18304,-,-,510,-,-,-,-,-
20180514,-,-,-,16022,0,1699,0,2767,0,0,3977,0,0,2172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16022,-,-,112,-,-,-,-,-
20180515,-,-,-,20684,0,2398,0,4128,0,0,4648,0,0,2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20684,-,-,477,-,-,-,-,-
20180516,-,-,-,22820,0,2495,0,4652,0,0,4949,0,0,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22820,-,-,435,-,-,-,-,-
20180517,-,-,-,19699,0,2249,14,3376,0,0,4919,0,0,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19699,-,-,712,-,-,-,-,-
20180518,-,-,-,24819,0,1786,0,6311,0,0,5245,0,0,2974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24819,-,-,690,-,-,-,-,-
20180519,-,-,-,23912,0,2440,0,4688,0,0,4862,0,0,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23912,-,-,784,-,-,-,-,-
20180520,-,-,-,24713,0,3183,0,5654,0,0,4935,0,0,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24713,-,-,420,-,-,-,-,-
20180521,-,-,-,19313,0,1352,0,2960,0,0,4561,0,0,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19313,-,-,342,-,-,-,-,-
20180522,-,-,-,20959,0,1690,0,4788,0,0,4593,0,0,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20959,-,-,466,-,-,-,-,-
20180523,-,-,-,23922,0,1950,0,5060,0,0,4913,0,0,2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23922,-,-,730,-,-,-,-,-
20180524,-,-,-,22884,0,2262,0,2690,0,0,5398,0,0,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22884,-,-,592,-,-,-,-,-
20180525,-,-,-,27918,0,1717,0,6963,0,0,5163,0,0,2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27918,-,-,630,-,-,-,-,-
20180526,-,-,-,21171,0,1599,0,4428,0,0,4557,0,0,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21171,-,-,482,-,-,-,-,-
20180527,-,-,-,22486,0,1906,0,3982,0,0,5306,0,0,2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22486,-,-,552,-,-,-,-,-
20180528,-,-,-,26708,0,2565,0,6412,0,0,5388,0,0,2697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26708,-,-,900,-,-,-,-,-
20180529,-,-,-,25401,0,1725,0,7029,0,0,5353,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25401,-,-,725,-,-,-,-,-
20180530,-,-,-,20215,0,1684,0,3686,0,0,5045,0,0,2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20215,-,-,379,-,-,-,-,-
20180531,-,-,-,23878,0,4221,0,2454,0,0,5237,0,0,1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23878,-,-,746,-,-,-,-,-
